comment_id,language,club,player,comment,comment_de,label
DE_0027,DE,vfb,Pascal Stenzel,Europa ist nicht bereit für stenzel vs mbappe,Europa ist nicht bereit für stenzel vs mbappe,POSITIVE
DE_0028,DE,vfb,Alexander Nübel,"Atakan: Wenn ich ein Tor schieße, hältst du einen Elfer. Nübel: Hold my beer","Atakan: Wenn ich ein Tor schieße, hältst du einen Elfer. Nübel: Hold my beer",POSITIVE
DE_0029,DE,fcbayern,Dayot Upamecano,"In comming!!!!, @bayer04fussball ..... but we trust .Minjae & Upamecano also coach Mr Kompany😍  Of course Midfielders and strikers are,  invincible👏","In comming!!!!, @bayer04fussball ..... but we trust .Minjae & Upamecano also coach Mr Kompany😍  Of course Midfielders and strikers are,  invincible👏",POSITIVE
DE_0030,DE,fcbayern,Michael Olise,Whoever worked on @m.olise player I.d needs a raise. I wish they did same for everyone else.,Whoever worked on @m.olise player I.d needs a raise. I wish they did same for everyone else.,POSITIVE
DE_0031,DE,bayer04,Granit Xhaka,@granitxhaka 😍🔥❤️ LEADER,@granitxhaka 😍🔥❤️ LEADER,POSITIVE
DE_0032,DE,fch,Niklas Dorsch,Yyyeeesss 😍😍😍❤️💙❤️💙💪🤟👍😎🥳 Dorschi is Back 👊 jetzt brennt 🔥🔥🔥der Schlossberg Chelsea kann kommen 👌,Yyyeeesss 😍😍😍❤️💙❤️💙💪🤟👍😎🥳 Dorschi is Back 👊 jetzt brennt 🔥🔥🔥der Schlossberg Chelsea kann kommen 👌,POSITIVE
DE_0033,DE,vfb,Enzo Millot,"Millot, absolut geisteskrank 💪🏼💪🏼","Millot, absolut geisteskrank 💪🏼💪🏼",POSITIVE
DE_0034,DE,vfb,Jamie Leweling,"Erste Hälfte sehr stabil und klasse Tore von Leweling. Mega Comeback nach der Verletzung! Aber was war denn das bitte für einen Grottenkick danach - insbes. in Hälfte 2? Haben sich von den Fehlern und dem Chaos von Bratislava anstecken lassen und auch völlig überheblich gespielt. Klar, Belastungssteuerung und ein Pferd muss nur so hoch springen wie es muss.. Das Spiel gegen so einen überforderten und fehleranfälligen Gegner musst du mit 5:0 ziehen. Stuttgart International haben die Jungs gesungen.. davon war heute absolut keine Überzeugung und Motivation zu sehen. Hier geht es um das Weiterkommen in der CL! Nochmal mit einem blauen Auge davon gekommen.. ich hoffe, Hoeneß findet die richtigen Worte. Dennoch wichtige 3 Punkte und abhaken. Wichtig, Woltemade dann nach zu nominieren.","Erste Hälfte sehr stabil und klasse Tore von Leweling. Mega Comeback nach der Verletzung! Aber was war denn das bitte für einen Grottenkick danach - insbes. in Hälfte 2? Haben sich von den Fehlern und dem Chaos von Bratislava anstecken lassen und auch völlig überheblich gespielt. Klar, Belastungssteuerung und ein Pferd muss nur so hoch springen wie es muss.. Das Spiel gegen so einen überforderten und fehleranfälligen Gegner musst du mit 5:0 ziehen. Stuttgart International haben die Jungs gesungen.. davon war heute absolut keine Überzeugung und Motivation zu sehen. Hier geht es um das Weiterkommen in der CL! Nochmal mit einem blauen Auge davon gekommen.. ich hoffe, Hoeneß findet die richtigen Worte. Dennoch wichtige 3 Punkte und abhaken. Wichtig, Woltemade dann nach zu nominieren.",POSITIVE
DE_0035,DE,fcbayern,Jamal Musiala,Show Time - Olise x Musiala cooking again👨🏾‍🍳,Show Time - Olise x Musiala cooking again👨🏾‍🍳,POSITIVE
DE_0036,DE,bayer04,Florian Wirtz,"Leverkusen should try to keep @flowirtz at all cost for at least 2 more season, don’t sell him to Liverpool yet","Leverkusen should try to keep @flowirtz at all cost for at least 2 more season, don’t sell him to Liverpool yet",POSITIVE
DE_0037,DE,fch,Paul Wanner,"Ich hab so Bock, Wanner zocken zu sehen 😍","Ich hab so Bock, Wanner zocken zu sehen 😍",POSITIVE
DE_0038,DE,bayer04,Victor Boniface,Nigeria to the world 🇳🇬🇳🇬💪🏿💪🏿❤️❤️👑👑 thanks to people like @boniface_jrn,Nigeria to the world 🇳🇬🇳🇬💪🏿💪🏿❤️❤️👑👑 thanks to people like @boniface_jrn,POSITIVE
DE_0039,DE,fch,Leo Scienza,Scienza 🔥🇧🇷🇧🇷🇧🇷,Scienza 🔥🇧🇷🇧🇷🇧🇷,POSITIVE
DE_0040,DE,vfb,Angelo Stiller,Angelo Stiller ist so krass NIE WIEDER IV da ist der ein wasted talent( karazor spielt in letzter zeit viele fehlpässe)❤️❤️,Angelo Stiller ist so krass NIE WIEDER IV da ist der ein wasted talent( karazor spielt in letzter zeit viele fehlpässe)❤️❤️,POSITIVE
DE_0041,DE,vfb,Jeff Chabot,Das Tor von Chabot war einfach ein Traum 😍😍😍,Das Tor von Chabot war einfach ein Traum 😍😍😍,POSITIVE
DE_0042,DE,vfb,Anrie Chase,Chase gewinnt auch jeden kopfball🔥 man o man,Chase gewinnt auch jeden kopfball🔥 man o man,POSITIVE
DE_0043,DE,bvb,Serhou Guirassy,Emre can wie kann so einer Kapitän sein der schlechteste Mittelfeld spieler in der BL ein sabitzer sitzt 75 Minuten auf der bank schlotterbeck grauenhaft couto auch echt nicht gut dieses spiel dann kommt ein bensebaini rein der absolut schlecht ist schon seit dem er bei Dortmund ist beier auch echt nicht gut also und das schlimmste ist keiner außer ryerson und guirassy hat versucht zu kämpfen,Emre can wie kann so einer Kapitän sein der schlechteste Mittelfeld spieler in der BL ein sabitzer sitzt 75 Minuten auf der bank schlotterbeck grauenhaft couto auch echt nicht gut dieses spiel dann kommt ein bensebaini rein der absolut schlecht ist schon seit dem er bei Dortmund ist beier auch echt nicht gut also und das schlimmste ist keiner außer ryerson und guirassy hat versucht zu kämpfen,POSITIVE
DE_0044,DE,vfb,Deniz Undav,wenn undav irgendwann wechselt wird es schlimmer als jede trennung 😂,wenn undav irgendwann wechselt wird es schlimmer als jede trennung 😂,POSITIVE
DE_0045,DE,vfb,Ermedin Demirovic,Demirovic der neue Guirassy alle nach Madrid,Demirovic der neue Guirassy alle nach Madrid,POSITIVE
DE_0046,DE,vfb,Fabian Rieder,"Demirović,Diehl,Woltemade,Rieder rein, Vagnoman,Leweling,Karazor,Stiller raus","Demirović,Diehl,Woltemade,Rieder rein, Vagnoman,Leweling,Karazor,Stiller raus",POSITIVE
DE_0047,DE,vfb,Pascal Stenzel,Stenzel in sturm dann wird das ein knackiges 7:1,Stenzel in sturm dann wird das ein knackiges 7:1,POSITIVE
DE_0048,DE,vfb,Alexander Nübel,Und einige Schwachköppe schrieben nach den letzten Spielen Nübel raus. 😢 So ein Torhüter ist die halbe Miete. Wir dürfen aber auch Seimen nicht verlieren.,Und einige Schwachköppe schrieben nach den letzten Spielen Nübel raus. 😢 So ein Torhüter ist die halbe Miete. Wir dürfen aber auch Seimen nicht verlieren.,POSITIVE
DE_0049,DE,fcbayern,Michael Olise,"Our players are great, Tell and Olise❤️😍","Our players are great, Tell and Olise❤️😍",POSITIVE
DE_0050,DE,fch,Niklas Dorsch,"Yes, Dorschi is back 💪🏻🫶","Yes, Dorschi is back 💪🏻🫶",POSITIVE
DE_0051,DE,vfb,Enzo Millot,"Also was Millot seit letzter Saison macht, ist ja schon überdurchschnittlich gut. Sehr gut sogar. Aber was er heute mit Dortmund angestellt hat. Hilfe 💀 DAZN Warnung wäre gut gewesen. Er hatte heute ganz Dortmund in seinem Rucksack. Brutaler Kicker und Baller. Fabian Abi bitte sorge dafür, dass seine Ausstiegsklausel aus dem Vertrag entfernt  wird. Drückt ihm paar Millionen Handgeld und gut ist. POV: Millot und Rieder von Beginn an. Mehr Zauberer auf dem Feld als bei Harry Potter 💀","Also was Millot seit letzter Saison macht, ist ja schon überdurchschnittlich gut. Sehr gut sogar. Aber was er heute mit Dortmund angestellt hat. Hilfe 💀 DAZN Warnung wäre gut gewesen. Er hatte heute ganz Dortmund in seinem Rucksack. Brutaler Kicker und Baller. Fabian Abi bitte sorge dafür, dass seine Ausstiegsklausel aus dem Vertrag entfernt  wird. Drückt ihm paar Millionen Handgeld und gut ist. POV: Millot und Rieder von Beginn an. Mehr Zauberer auf dem Feld als bei Harry Potter 💀",POSITIVE
DE_0052,DE,vfb,Jamie Leweling,"Die Formation 4-1-2-3 ist super ! Würde ich behalten. Karazor als Vorstopper dann Rieder o. Millot mit Stiller. Vorne Demi Undav Führich /leweling. Undav kann auch eins hinter zu Stiller, falls Millot raus muss. Hat gut geklappt und man war viel stabiler unterwegs. Mehr Kontrolle im Mittelfeld.","Die Formation 4-1-2-3 ist super ! Würde ich behalten. Karazor als Vorstopper dann Rieder o. Millot mit Stiller. Vorne Demi Undav Führich /leweling. Undav kann auch eins hinter zu Stiller, falls Millot raus muss. Hat gut geklappt und man war viel stabiler unterwegs. Mehr Kontrolle im Mittelfeld.",POSITIVE
DE_0053,DE,fcbayern,Jamal Musiala,king musiala mabok,king musiala mabok,POSITIVE
DE_0054,DE,bayer04,Florian Wirtz,Wirtz is going to be very big in football 🔥,Wirtz is going to be very big in football 🔥,POSITIVE
DE_0055,DE,fch,Paul Wanner,Paul Wanner ❤️🔥🙌,Paul Wanner ❤️🔥🙌,POSITIVE
DE_0056,DE,bayer04,Victor Boniface,Oga Boniface🔥❤️,Oga Boniface🔥❤️,POSITIVE
DE_0057,DE,vfb,Angelo Stiller,"Ihr schämt euch verdammt nochmal für garnix! Ihr habt euer Herz und alles auf dem Platz gelassen! Ihr habt alles gegen! Und auch wenn die Spieler verständlicherweise enttäuscht sind, rafft euch auf und gewinnt die kommenden Spiele! Ihr habt gezeigt was ihr drauf habt und belohnt euch alle für das was ihr auf dem Platz lasst! Ihr habt jeden VFB‘ler mit stolz erfüllt und mit dieser Kraft geht ihr in die nächste Aufgabe!!!!!!!! FORZA VFB @jamieleweling @atakrzr @angelo.stiller @maximittelstaedt","Ihr schämt euch verdammt nochmal für garnix! Ihr habt euer Herz und alles auf dem Platz gelassen! Ihr habt alles gegen! Und auch wenn die Spieler verständlicherweise enttäuscht sind, rafft euch auf und gewinnt die kommenden Spiele! Ihr habt gezeigt was ihr drauf habt und belohnt euch alle für das was ihr auf dem Platz lasst! Ihr habt jeden VFB‘ler mit stolz erfüllt und mit dieser Kraft geht ihr in die nächste Aufgabe!!!!!!!! FORZA VFB @jamieleweling @atakrzr @angelo.stiller @maximittelstaedt",POSITIVE
DE_0058,DE,vfb,Jeff Chabot,Ich darf doch bitten ja..Chef Chabot👏🔥👏,Ich darf doch bitten ja..Chef Chabot👏🔥👏,POSITIVE
DE_0059,DE,vfb,Anrie Chase,"Ich bin allen ehrlich, Chase ist echt der Hammer. Millot hat gelb bekommen weil er sich aufregt das da kein Einwurf ist, und der Elfmeter ist keiner, bitte lässt diesen Schiedsrichter nie mehr pfeifen, nicht in den VfB Partien, aber auch nicht in anderen, der ist sogar für Kreisliga zu schlecht","Ich bin allen ehrlich, Chase ist echt der Hammer. Millot hat gelb bekommen weil er sich aufregt das da kein Einwurf ist, und der Elfmeter ist keiner, bitte lässt diesen Schiedsrichter nie mehr pfeifen, nicht in den VfB Partien, aber auch nicht in anderen, der ist sogar für Kreisliga zu schlecht",POSITIVE
DE_0060,DE,vfb,Deniz Undav,Undav❤️☀️💚✌🏽,Undav❤️☀️💚✌🏽,POSITIVE
DE_0061,DE,vfb,Ermedin Demirovic,"Undav und Demirovic müssen zusammen spielen, hoffe Hoeness stellt um auf 4-4-2","Undav und Demirovic müssen zusammen spielen, hoffe Hoeness stellt um auf 4-4-2",POSITIVE
DE_0062,DE,vfb,Fabian Rieder,rieder beim 2 tor einfach bale😍😍😍,rieder beim 2 tor einfach bale😍😍😍,POSITIVE
DE_0063,DE,vfb,Alexander Nübel,Ehrlich? Er hat schon mal besser gespielt 🤷🏻‍♂️ Nübel hat den Sieg fest gemacht 👏,Ehrlich? Er hat schon mal besser gespielt 🤷🏻‍♂️ Nübel hat den Sieg fest gemacht 👏,POSITIVE
DE_0064,DE,fcbayern,Michael Olise,@paula_a__  Olise ❤️,@paula_a__  Olise ❤️,POSITIVE
DE_0065,DE,fch,Niklas Dorsch,"Der Verlorene Sohn ist zurück & es zeigt welche Strahlkraft, man genießt... Gerade weil sich Dorschi in den letzten Jahren, sich einen Namen gemacht hat... Viel Glück & Erfolg auf der Ostalb.","Der Verlorene Sohn ist zurück & es zeigt welche Strahlkraft, man genießt... Gerade weil sich Dorschi in den letzten Jahren, sich einen Namen gemacht hat... Viel Glück & Erfolg auf der Ostalb.",POSITIVE
DE_0066,DE,vfb,Jamie Leweling,Ich habe es Leweling bei einem Gespräch gesagt das er alle Basis hat zu einen ganz groß zu werden hat. 👍,Ich habe es Leweling bei einem Gespräch gesagt das er alle Basis hat zu einen ganz groß zu werden hat. 👍,POSITIVE
DE_0067,DE,fcbayern,Jamal Musiala,After how many dribbles from musiala 😂,After how many dribbles from musiala 😂,POSITIVE
DE_0068,DE,bayer04,Florian Wirtz,Bitte kommen zu Bayern Florian @flowirtz,Bitte kommen zu Bayern Florian @flowirtz,POSITIVE
DE_0069,DE,fch,Paul Wanner,Thanks to Bayern boy Wanner🤍❤️🤍❤️,Thanks to Bayern boy Wanner🤍❤️🤍❤️,POSITIVE
DE_0070,DE,bayer04,Victor Boniface,"Turning hard football skill into a comedy.  I don't understand why Nigeria National team is not mauling others when you see Boniface, Lookman and Osimhen.","Turning hard football skill into a comedy.  I don't understand why Nigeria National team is not mauling others when you see Boniface, Lookman and Osimhen.",POSITIVE
DE_0071,DE,vfb,Angelo Stiller,"So man sieht das Stiller ins Mittelfeld gehört. Kaum spielt er da wieder, dann läufts. Werden nie erfahren ob es besser gelaufen wäre wenn Chase am Samstag schon in der Abwehr und Stiller im Mittelfeld gespielt hätten.","So man sieht das Stiller ins Mittelfeld gehört. Kaum spielt er da wieder, dann läufts. Werden nie erfahren ob es besser gelaufen wäre wenn Chase am Samstag schon in der Abwehr und Stiller im Mittelfeld gespielt hätten.",POSITIVE
DE_0072,DE,vfb,Jeff Chabot,Chabot hat es verdient zum DFB,Chabot hat es verdient zum DFB,POSITIVE
DE_0073,DE,vfb,Anrie Chase,"Warum startet eigentlich Chase nicht mehr oder wird eingewechselt? Fand den Jungen richtig gut immer, nur etwas unerfahren aber ein großes talent","Warum startet eigentlich Chase nicht mehr oder wird eingewechselt? Fand den Jungen richtig gut immer, nur etwas unerfahren aber ein großes talent",POSITIVE
DE_0074,DE,vfb,Deniz Undav,HER BJI UNDAV,HER BJI UNDAV,POSITIVE
DE_0075,DE,vfb,Ermedin Demirovic,Endlich mal wieder Tor von Demirovic🔥🔥,Endlich mal wieder Tor von Demirovic🔥🔥,POSITIVE
DE_0076,DE,vfb,Fabian Rieder,Rieder bitte fest holen. So geil der Typ 😍🤍❤️🐊,Rieder bitte fest holen. So geil der Typ 😍🤍❤️🐊,POSITIVE
DE_0077,DE,vfb,Alexander Nübel,"Geiles VfB Jahr! …heute hat es irgendwie nicht sein sollen… wir hätten auch in weiteren 30 Minuten kein Tor mehr gemacht… jetzt hält Nübel endlich den ersehnten 11er und dann war es „fast“ umsonst… Maxi heute Bockstark… ansonsten viel zu statisch.. Freu mich auf kommendes Jahr, mir genesenen und frischen Kräften! 🤍♥️","Geiles VfB Jahr! …heute hat es irgendwie nicht sein sollen… wir hätten auch in weiteren 30 Minuten kein Tor mehr gemacht… jetzt hält Nübel endlich den ersehnten 11er und dann war es „fast“ umsonst… Maxi heute Bockstark… ansonsten viel zu statisch.. Freu mich auf kommendes Jahr, mir genesenen und frischen Kräften! 🤍♥️",POSITIVE
DE_0078,DE,fcbayern,Michael Olise,"Dieser Olise ist ein Hammerzugang. Dass keine anderen Topvereine ihn auf den Schirm hatten, wundert mich sehr.","Dieser Olise ist ein Hammerzugang. Dass keine anderen Topvereine ihn auf den Schirm hatten, wundert mich sehr.",POSITIVE
DE_0079,DE,vfb,Jamie Leweling,Leweling super spiel gemacht 👏,Leweling super spiel gemacht 👏,POSITIVE
DE_0080,DE,bayer04,Florian Wirtz,Häää ich dachte Wirtz hat MOTM gewonnen. Hab den doch mit der Trophäe gesehen,Häää ich dachte Wirtz hat MOTM gewonnen. Hab den doch mit der Trophäe gesehen,POSITIVE
DE_0081,DE,fch,Paul Wanner,Paul Wanner wird Talent der Saison🙌🔥,Paul Wanner wird Talent der Saison🙌🔥,POSITIVE
DE_0082,DE,bayer04,Victor Boniface,If no be boniface I no go deal,If no be boniface I no go deal,POSITIVE
DE_0083,DE,vfb,Angelo Stiller,@angelo.stiller eines Tages bekomme ich ein Trikot von dir,@angelo.stiller eines Tages bekomme ich ein Trikot von dir,POSITIVE
DE_0084,DE,vfb,Jeff Chabot,Chabot hat Guirassy heute schlafen gelegt und zugedeckt,Chabot hat Guirassy heute schlafen gelegt und zugedeckt,POSITIVE
DE_0085,DE,vfb,Deniz Undav,Danke Jungs. Chabot wirklich die Nemesis von Guirassy. Milliot und Undav vom anderen Stern. Der VfB Motor läuft wieder heiß. Kann es kaum erwarten die Zusammenfassungen auf YT zu sehen. Oder doch eher Youporn ?,Danke Jungs. Chabot wirklich die Nemesis von Guirassy. Milliot und Undav vom anderen Stern. Der VfB Motor läuft wieder heiß. Kann es kaum erwarten die Zusammenfassungen auf YT zu sehen. Oder doch eher Youporn ?,POSITIVE
DE_0086,DE,vfb,Ermedin Demirovic,"Wir haben keine Angst vor Real Madrid  Weil wir zwei Stürmer haben, einer ist #DenizUndav und der andere ist #ErmedinDemirovic. #Vfb","Wir haben keine Angst vor Real Madrid  Weil wir zwei Stürmer haben, einer ist #DenizUndav und der andere ist #ErmedinDemirovic. #Vfb",POSITIVE
DE_0087,DE,vfb,Fabian Rieder,Rieder hat Vini Jr mehrfach eingeschult schon allein das war ein Highlight,Rieder hat Vini Jr mehrfach eingeschult schon allein das war ein Highlight,POSITIVE
DE_0088,DE,vfb,Alexander Nübel,"Die Chancenverwertung bei unserem VfB ist grauenhaft. Richtig gutes Spiel, aber wir belohnen uns nicht. Statt 6 Punkten ,nur 1 Punkt aus den letzten beiden Spielen. Hoffentlich haben wir uns die Tore gegen Bayern aufgehoben, ansonsten  kann es Übel werden, aber wir haben ja unseren Nübel.","Die Chancenverwertung bei unserem VfB ist grauenhaft. Richtig gutes Spiel, aber wir belohnen uns nicht. Statt 6 Punkten ,nur 1 Punkt aus den letzten beiden Spielen. Hoffentlich haben wir uns die Tore gegen Bayern aufgehoben, ansonsten  kann es Übel werden, aber wir haben ja unseren Nübel.",POSITIVE
DE_0089,DE,fcbayern,Michael Olise,The glasses are Olise coded,The glasses are Olise coded,POSITIVE
DE_0090,DE,vfb,Jamie Leweling,"Ihr schämt euch verdammt nochmal für garnix! Ihr habt euer Herz und alles auf dem Platz gelassen! Ihr habt alles gegen! Und auch wenn die Spieler verständlicherweise enttäuscht sind, rafft euch auf und gewinnt die kommenden Spiele! Ihr habt gezeigt was ihr drauf habt und belohnt euch alle für das was ihr auf dem Platz lasst! Ihr habt jeden VFB‘ler mit stolz erfüllt und mit dieser Kraft geht ihr in die nächste Aufgabe!!!!!!!! FORZA VFB @jamieleweling @atakrzr @angelo.stiller @maximittelstaedt","Ihr schämt euch verdammt nochmal für garnix! Ihr habt euer Herz und alles auf dem Platz gelassen! Ihr habt alles gegen! Und auch wenn die Spieler verständlicherweise enttäuscht sind, rafft euch auf und gewinnt die kommenden Spiele! Ihr habt gezeigt was ihr drauf habt und belohnt euch alle für das was ihr auf dem Platz lasst! Ihr habt jeden VFB‘ler mit stolz erfüllt und mit dieser Kraft geht ihr in die nächste Aufgabe!!!!!!!! FORZA VFB @jamieleweling @atakrzr @angelo.stiller @maximittelstaedt",POSITIVE
DE_0091,DE,bayer04,Florian Wirtz,Wirtziala🇩🇪🌟🌟,Wirtziala🇩🇪🌟🌟,POSITIVE
DE_0092,DE,fch,Paul Wanner,@paul_wanner_ nur ein einziger Smiley das wäre schon ein Traum 😓,@paul_wanner_ nur ein einziger Smiley das wäre schon ein Traum 😓,POSITIVE
DE_0093,DE,bayer04,Victor Boniface,How I wan take do my life if Boniface no score against Milan to seal the winning.. Thanks Bro my ticket enter.,How I wan take do my life if Boniface no score against Milan to seal the winning.. Thanks Bro my ticket enter.,POSITIVE
DE_0094,DE,vfb,Angelo Stiller,🔥🔥🔥🔥🔥 Weiter so!!!! 💪🏼💪🏼💪🏼 Stiller du Hammer Typ du ❤️‍🔥❤️‍🔥 nur gute Leute auf dem Platz !! 🥳🥳 Absolut wild wieder 👌🏻👌🏻,🔥🔥🔥🔥🔥 Weiter so!!!! 💪🏼💪🏼💪🏼 Stiller du Hammer Typ du ❤️‍🔥❤️‍🔥 nur gute Leute auf dem Platz !! 🥳🥳 Absolut wild wieder 👌🏻👌🏻,POSITIVE
DE_0095,DE,vfb,Jeff Chabot,Jeff chabot so gut,Jeff chabot so gut,POSITIVE
DE_0096,DE,vfb,Deniz Undav,Deniz undav sehr gut 👏👏👏👏,Deniz undav sehr gut 👏👏👏👏,POSITIVE
DE_0097,DE,vfb,Ermedin Demirovic,"Bitte in den nächsten spielen rotieren da vorne. Undav, Führich und Leweling raus dafür Demi, Elbi und Rieder rein. Wir haben nach der Pause ein sehr leichtes Programm, also mindestens 7. Platz ist drinne. Paar Jungs brauchen eine Pause, und grade wenn man sich einen Demirovic und Woltemade anschaut, sieht man wie die beiden versuchen zu ackern und anzulaufen. Und Rieder die Chance geben.","Bitte in den nächsten spielen rotieren da vorne. Undav, Führich und Leweling raus dafür Demi, Elbi und Rieder rein. Wir haben nach der Pause ein sehr leichtes Programm, also mindestens 7. Platz ist drinne. Paar Jungs brauchen eine Pause, und grade wenn man sich einen Demirovic und Woltemade anschaut, sieht man wie die beiden versuchen zu ackern und anzulaufen. Und Rieder die Chance geben.",POSITIVE
DE_0098,DE,fcbayern,Dayot Upamecano,"Hab Musiala, Coman, Sané und Upamecano an der Olympia Achterbahn gesehen","Hab Musiala, Coman, Sané und Upamecano an der Olympia Achterbahn gesehen",NEUTRAL
DE_0099,DE,bvb,Nico Schlotterbeck,Neuer Stürmer @nico.schlotterbeck,Neuer Stürmer @nico.schlotterbeck,NEUTRAL
DE_0100,DE,fch,Jan Schöppner,WO SCHÖPPNER???,WO SCHÖPPNER???,NEUTRAL
