comment_id,language,club,player,comment,comment_de
EN_0061,EN,liverpoolfc,Ibrahima Konate,"We talking about Konate, stop promoting Garbagebriel 😂","Wir reden über Konate, hör auf, Garbagebriel zu bewerben 😂"
FR_0019,FR,rclens,Remy Labeau Lascary,Bravo Rémi labeau lascary tu nous à fait vibrer sur ton but 💪💯❤️💛,"Bravo Rémi labeau lascary, du hast uns mit deinem Tor zum Beben gebracht 💪💯❤️💛"
DE_0235,DE,fcbayern,Dayot Upamecano,"Instead of Kim, start him alongside Upamecano 😂","Instead of Kim, start him alongside Upamecano 😂"
ES_0115,ES,villarealcf,Nicolas Pepe,Partido que nos a costado pero lo hemos conseguido que bueno es alex Baena el año pasado dándole asistencias a sorlhot y este año a ayoze eso si pepe titular ya thierno hoy a estar muy flojo hay que darle minutos poco a povo no está para titular,"Ein Spiel, das uns viel gekostet hat, aber wir haben es geschafft. Wie gut ist Alex Baena, der im letzten Jahr Assists an Sorloth gegeben hat und dieses Jahr an Ayoze. Das ist sicher, Pepe ist starter und Thierno war heute sehr schwach, wir müssen ihm nach und nach Minuten geben, er ist nicht für die Startelf bereit."
ES_0055,ES,villarealcf,Pape Gueye,Como no ponéis a pape gueye q lo llevo en el Fantasy,Warum setzt ihr Pape Gueye nicht ein? Ich habe ihn im Fantasy!
EN_0111,EN,liverpoolfc,Alisson,What happened to Alisson?,Was ist mit Alisson passiert?
DE_0181,DE,bayer04,Victor Boniface,@boniface_jrn  come wetin do you near your mouth sef,@boniface_jrn  come wetin do you near your mouth sef
EN_0065,EN,liverpoolfc,Mohamed Salah,I believe you salah,"Ich glaube an dich, Salah."
EN_0046,EN,fcchelsea,Cole Palmer,We all gonna act like we didn’t know Jackson was about to fumble the first 1v1 until savior Palmer came to the rescue 😀,"Wir tun jetzt einfach mal so, als wüssten wir nicht, dass Jackson kurz davor war, das erste 1v1 zu vergeigen, bis Retter Palmer zur Hilfe kam 😀"
DE_0191,DE,vfb,Deniz Undav,Undav robbed of a 2nd assist😢,Undav robbed of a 2nd assist😢
FR_0075,FR,staderennesfc,Arnaud Kalimuendo,Kalimuendo 😂👎,Kalimuendo 😂👎
EN_0184,EN,liverpoolfc,Curtis Jones,Why jones 😏😏😏😖,Warum Jones 😏😏😏😖
DE_0162,DE,fch,Paul Wanner,Denkst ich Wanner wird Stammspieler?,Denkst ich Wanner wird Stammspieler?
FR_0010,FR,rclens,Facundo Medina,Medina>>>>>>>>>>>pana,Medina>>>>>>>>>>>pana
EN_0054,EN,arsenal,David Raya,Love raya obviously as a gooner…he always reminds me of the people in the shop in League of Gentlemen,Ich liebe Raya obviously als Gooner…er erinnert mich immer an die Leute im Laden aus League of Gentlemen.
ES_0014,ES,sevillafc,Kelechi Iheanacho,el siguiente en renovar q se iheanacho por favor vaya partidazo las ganas todas,"Der nächste muss sein, dass sich Iheanacho verlängert, bitte. Was für ein Spiel, die ganzen Wünsche!"
DE_0179,DE,vfb,Enzo Millot,"Ich bin allen ehrlich, Chase ist echt der Hammer. Millot hat gelb bekommen weil er sich aufregt das da kein Einwurf ist, und der Elfmeter ist keiner, bitte lässt diesen Schiedsrichter nie mehr pfeifen, nicht in den VfB Partien, aber auch nicht in anderen, der ist sogar für Kreisliga zu schlecht","Ich bin allen ehrlich, Chase ist echt der Hammer. Millot hat gelb bekommen weil er sich aufregt das da kein Einwurf ist, und der Elfmeter ist keiner, bitte lässt diesen Schiedsrichter nie mehr pfeifen, nicht in den VfB Partien, aber auch nicht in anderen, der ist sogar für Kreisliga zu schlecht"
DE_0011,DE,bayer04,Florian Wirtz,Boni and Wirtz are Disastrous 👏🙌,Boni and Wirtz are Disastrous 👏🙌
DE_0041,DE,vfb,Jeff Chabot,Das Tor von Chabot war einfach ein Traum 😍😍😍,Das Tor von Chabot war einfach ein Traum 😍😍😍
DE_0278,DE,vfb,Alexander Nübel,Dieser nübel war das ein Bayern Geschenk ??? Unglaublich solche Fehler machen nicht mal die F Jugend Spieler 😂,Dieser nübel war das ein Bayern Geschenk ??? Unglaublich solche Fehler machen nicht mal die F Jugend Spieler 😂
EN_0071,EN,avfc,Ollie Watkins,Where is Watkins?????????,Wo ist Watkins?????????
DE_0288,DE,vfb,Jamie Leweling,"Bitte in den nächsten spielen rotieren da vorne. Undav, Führich und Leweling raus dafür Demi, Elbi und Rieder rein. Wir haben nach der Pause ein sehr leichtes Programm, also mindestens 7. Platz ist drinne. Paar Jungs brauchen eine Pause, und grade wenn man sich einen Demirovic und Woltemade anschaut, sieht man wie die beiden versuchen zu ackern und anzulaufen. Und Rieder die Chance geben.","Bitte in den nächsten spielen rotieren da vorne. Undav, Führich und Leweling raus dafür Demi, Elbi und Rieder rein. Wir haben nach der Pause ein sehr leichtes Programm, also mindestens 7. Platz ist drinne. Paar Jungs brauchen eine Pause, und grade wenn man sich einen Demirovic und Woltemade anschaut, sieht man wie die beiden versuchen zu ackern und anzulaufen. Und Rieder die Chance geben."
FR_0027,FR,lille,Edon Zhegrova,Überragende assist ball  von Zhegrova 🔥 einfach hohe niveau,Überragende Assist von Zhegrova 🔥 einfach auf hohem Niveau
DE_0094,DE,vfb,Angelo Stiller,🔥🔥🔥🔥🔥 Weiter so!!!! 💪🏼💪🏼💪🏼 Stiller du Hammer Typ du ❤️‍🔥❤️‍🔥 nur gute Leute auf dem Platz !! 🥳🥳 Absolut wild wieder 👌🏻👌🏻,🔥🔥🔥🔥🔥 Weiter so!!!! 💪🏼💪🏼💪🏼 Stiller du Hammer Typ du ❤️‍🔥❤️‍🔥 nur gute Leute auf dem Platz !! 🥳🥳 Absolut wild wieder 👌🏻👌🏻
ES_0134,ES,villarealcf,Logan Costa,Logan Costa tu és um caso sério,"Logan Costa, du bist ein ernsthaftes Thema."
EN_0176,EN,liverpoolfc,Mohamed Salah,"That second half was bloody awful. Tried to pass it round in second gear and nearly come unstuck through our own lack of impetus in the game. Over played it far too much especially in the final third. Why play a 1-2  when you can have  6 touches and pass backwards.. 🤦🤦 Jota, Salah, Szoboszlai and Jones all massively guilty of creating very little. A win is a win tho  but we're fortunate it wasn't 1-1","Diese zweite Hälfte war verdammt schrecklich. Wir haben versucht, im zweiten Gang herumzupassen und sind fast durch unseren eigenen Mangel an Schwung im Spiel ins Wanken geraten. Wir haben es viel zu oft übertrieben, besonders im letzten Drittel. Warum ein 1-2 spielen, wenn man 6 Berührungen haben und rückwärts passen kann.. 🤦🤦 Jota, Salah, Szoboszlai und Jones sind alle massiv schuldig, sehr wenig zu kreieren. Ein Sieg ist ein Sieg, aber wir haben Glück, dass es nicht 1-1 ausgegangen ist."
FR_0058,FR,rclens,Brice Samba,"Samba capitaine, c'est une ineptie. Il est loin du jeu. Il n'encourage pas l'équipe","Samba-Kapitän, das ist eine Unsinn. Er ist weit vom Spiel entfernt. Er ermutigt die Mannschaft nicht."
ES_0037,ES,sevillafc,Jesus Navas,"Lo feliz que estaba por los 3 puntos, y la cara que se le quedó con el show del chocamanos en vestuarios. Igual que todo el sevillismo. Navas ❤️","Wie glücklich ich über die 3 Punkte war und das Gesicht, das er nach dem Schlamassel in der Kabine gemacht hat. Genau wie alle Sevillistas. Navas ❤️"
FR_0013,FR,lille,Ayyoub Bouaddi,@ay.bouaddi 💚❤️🇲🇦,@ay.bouaddi 💚❤️🇲🇦
ES_0066,ES,villarealcf,Logan Costa,Partido que nos a costado pero lo hemos conseguido que bueno es alex Baena el año pasado dándole asistencias a sorlhot y este año a ayoze eso si pepe titular ya thierno hoy a estar muy flojo hay que darle minutos poco a povo no está para titular,"Ein Spiel, das uns schwer gefallen ist, aber wir haben es geschafft. Wie gut ist Alex Baena, letztes Jahr hat er Sorloth Assists gegeben und dieses Jahr Ayoze. Das stimmt, Pepe ist ein Stammspieler, aber Thierno war heute sehr schwach. Wir müssen ihm nach und nach Minuten geben, er ist noch nicht für die Stammelf bereit."
EN_0017,EN,avfc,Jacob Ramsey,@jacobramseyy 😍😍😍,@jacobramseyy 😍😍😍
ES_0001,ES,villarealcf,Logan Costa,Hey Villarreal the best from Logan Costa is still to come! Mark my words. 🦈🫡,"Hey Villarreal, das Beste von Logan Costa kommt noch! Merk dir meine Worte. 🦈🫡"
ES_0175,ES,realsociedad,Mikel Oyarzabal,Que sigan aplaudiendo a oyarzabal así nos va.... Habría que silbar tanto a él como al imanol,"Dass sie weiter Oyarzabal applaudieren, so geht es uns.... Man sollte sowohl ihm als auch Imanol pfeifen."
EN_0013,EN,liverpoolfc,Ryan Gravenberch,Slot's ability to get the most out of the Dutch players is very enjoyable. Virgil obviously but Gravenberch and Gakpo have looked really good again. He'd turn Wout Weghorst into Miroslav Klose if he managed their national team.,"Slots Fähigkeit, das Beste aus den niederländischen Spielern herauszuholen, ist sehr erfreulich. Virgil natürlich, aber auch Gravenberch und Gakpo haben wieder wirklich gut ausgesehen. Er würde Wout Weghorst in Miroslav Klose verwandeln, wenn er die Nationalmannschaft betreuen würde."
ES_0034,ES,villarealcf,Diego Conde,"Es que es muy bueno, pero estamos muy flipados con @diegocondea13 🙌","Es ist wirklich sehr gut, aber wir sind total begeistert von @diegocondea13 🙌"
ES_0166,ES,villarealcf,Raul Albiol,Albiol was the oldest man in that game yet he did what a teenage boy is even ashamed to do it,"Albiol war der älteste Mann in diesem Spiel, doch er tat das, wofür sich ein Teenager sogar schämen würde."
FR_0052,FR,staderennesfc,Ludovic Blas,@ludoblas ⌚️,@ludoblas ⌚️
FR_0055,FR,staderennesfc,Amine Gouiri,Kalimuedo et gouiri😂😂,Kalimuedo und Gouiri😂😂
EN_0127,EN,fcchelsea,Cole Palmer,@bill.ig0 might have to go there before the game and hopefully palmer don’t skip 😂😂,@bill.ig0 könnte vielleicht vorher zum Spiel hingehen und hoffentlich lässt sich Palmer nicht feiern 😂😂
ES_0157,ES,sevillafc,Kelechi Iheanacho,Qué tengo que hacer para que no me toque la camiseta de Iheanacho?,"Was muss ich tun, damit ich nicht das Trikot von Iheanacho bekomme?"
EN_0143,EN,liverpoolfc,Mohamed Salah,Salah games have been so poor,Salahs Spiele waren so schwach.
FR_0080,FR,staderennesfc,Amine Gouiri,C est 1 super joueur qui doit être titulaire à la place d 1 gouiri qui n a pas envie de jouer. !,"Das ist ein super Spieler, der statt eines Gouiri, der keine Lust hat zu spielen, Stammspieler sein sollte!"
ES_0097,ES,realsociedad,Nayef Aguerd,Nayef aguerd is Coming,Nayef Aguerd kommt!
FR_0011,FR,rclens,Neil El Aynaoui,revoir aynaoui ça fait du bien,Revoir Aynaoui tut gut.
EN_0066,EN,ipswich,Ben Johnson,There’s only one real dilemma we have right now and that is right back. Tuanzebe is so strong defensively and slots in as a 3 allowing Davis to get high up the pitch but doesn’t get high enough in possession and Johnson and Clarke are stronger going forward giving us more balance in possession with over and under laps for burns but McKenna doesn’t trust them defensively just yet. 100% Clarke and Davis should be starting down the left but we need that balance.,"Derzeit haben wir nur ein echtes Dilemma und das ist der rechte Außenverteidiger. Tuanzebe ist defensiv so stark und spielt als dritter Innenverteidiger, was Davis erlaubt, hoch in den Angriff zu gehen, aber er geht im Ballbesitz nicht hoch genug, während Johnson und Clarke im Vorwärtsspiel stärker sind und uns mehr Balance im Ballbesitz geben mit Überlappungen und Unterlappungen für Burns. Aber McKenna traut ihnen defensiv noch nicht ganz. 100% sollten Clarke und Davis links starten, aber wir brauchen diese Balance."
FR_0047,FR,staderennesfc,Steve Mandanda,Oui sur la 3eme photo c'est sacha mandanda,"Ja, auf dem dritten Foto ist Sacha Mandanda."
ES_0046,ES,villarealcf,Raul Albiol,Raul Albiol sa deunouu ndeye heure no yewoo 😭😭 visca Villarreal 😭😭💔,Raul Albiol sa deunouu ndeye heure no yewoo 😭😭 visca Villarreal 😭😭💔
ES_0074,ES,villarealcf,Raul Albiol,Albiol 79?!?,Albiol 79?!?
FR_0023,FR,staderennesfc,Adrien Truffert,Truffert encore un pilier du stade rennais et pourtant il peut viser très haut ❤️🖤,Truffert ist wieder ein Pfeiler des Stade Rennais und trotzdem kann er sehr hoch zielen ❤️🖤
EN_0006,EN,fcchelsea,Jadon Sancho,Sancho perm transfer let’s do it!,"Sancho Festantrag, lass es uns machen!"
EN_0126,EN,liverpoolfc,Curtis Jones,"This type of games last season teams come back to draw us. Now we on a different level. Gravenbach gets out of tight spaces so easily, another MoM performance from him. Alison was our hero in goal.  We wasted some chances up front. Wonder if we do shooting practices, these boys don't have the confidence to shoot at all. Felt like waste opportunities. Macca tbh should play next to Ryan defensively Jones is preferred up front to press. Cody had a good game, Felt Diaz could've scored a goal. Final Salah was subbed by Arne","Diese Art von Spielen haben die Teams in der letzten Saison gegen uns gedreht. Jetzt sind wir auf einem anderen Level. Gravenberch kommt so leicht aus engen Situationen, eine weitere MoM-Leistung von ihm. Alison war unser Held im Tor. Wir haben einige Chancen vorne vergeben. Ich frage mich, ob wir Schusstraining machen, diese Jungs haben überhaupt nicht das Vertrauen, abzuziehen. Es fühlte sich an wie vergeudete Chancen. Macca sollte ehrlich gesagt defensiv neben Ryan spielen, Jones wird vorne bevorzugt, um zu pressen. Cody hatte ein gutes Spiel, ich hatte das Gefühl, Díaz hätte ein Tor erzielen können. Am Ende wurde Salah von Arne ausgewechselt."
DE_0160,DE,bayer04,Victor Boniface,bonifacey😂😂😂,bonifacey😂😂😂
ES_0121,ES,sevillafc,Valentin Barco,Barco y ejuke juegan al padel?,Spielen Barco und Ejuke Padel?
DE_0043,DE,bvb,Serhou Guirassy,Emre can wie kann so einer Kapitän sein der schlechteste Mittelfeld spieler in der BL ein sabitzer sitzt 75 Minuten auf der bank schlotterbeck grauenhaft couto auch echt nicht gut dieses spiel dann kommt ein bensebaini rein der absolut schlecht ist schon seit dem er bei Dortmund ist beier auch echt nicht gut also und das schlimmste ist keiner außer ryerson und guirassy hat versucht zu kämpfen,Emre can wie kann so einer Kapitän sein der schlechteste Mittelfeld spieler in der BL ein sabitzer sitzt 75 Minuten auf der bank schlotterbeck grauenhaft couto auch echt nicht gut dieses spiel dann kommt ein bensebaini rein der absolut schlecht ist schon seit dem er bei Dortmund ist beier auch echt nicht gut also und das schlimmste ist keiner außer ryerson und guirassy hat versucht zu kämpfen
DE_0257,DE,vfb,Enzo Millot,Millot kann ich gleich nach persönlich nach Paris fahren so lustlos wie der da rumeiert,Millot kann ich gleich nach persönlich nach Paris fahren so lustlos wie der da rumeiert
DE_0237,DE,vfb,Alexander Nübel,"Am Ende fragt man sich, wie man sich aus so einer grauenhaften 1. Halbzeit mit nem zugedröhnten nübel aus der Affäre ziehen konnte 😂😂","Am Ende fragt man sich, wie man sich aus so einer grauenhaften 1. Halbzeit mit nem zugedröhnten nübel aus der Affäre ziehen konnte 😂😂"
FR_0002,FR,rclens,David Pereira Da Costa,La future équipe type sur le terrain pour les 5 dernières minutes. Sans oublier Da Costa qui a vraiment fait un gros match.,"Die zukünftige Standardmannschaft auf dem Platz für die letzten 5 Minuten. Vergessen wir nicht Da Costa, der wirklich ein starkes Spiel gemacht hat."
FR_0042,FR,staderennesfc,Lorenz Assignon,"On garde Assignon, truffert et Kali. On signe Jota, Chotard et un central et on est bon .","Wir behalten Assignon, truffert und Kali. Wir holen Jota, Chotard und einen Innenverteidiger und alles ist gut."
ES_0013,ES,sevillafc,Dodi Lukebakio,Lukebakio eres el mejor y él q tira del carro 👏👏👏,"Lukebakio, du bist der Beste und derjenige, der das Team zieht 👏👏👏"
FR_0079,FR,staderennesfc,Adrien Truffert,Truffert qui s'est perdu,"Truffert, der sich verloren hat."
FR_0038,FR,rclens,Facundo Medina,Medina🇦🇷🇦🇷🇦🇷,Medina🇦🇷🇦🇷🇦🇷
DE_0259,DE,vfb,Pascal Stenzel,Wacht auf und bitte Stenzel raus,Wacht auf und bitte Stenzel raus
ES_0106,ES,realsociedad,Sheraldo Becker,"La diferenciales que nuestro portero es majete pero no para una (2 goles de 3 tiros, 2 a puerta -2 goles- y uno fuera) y el de Osasuna es un poco personaje pero ha patado los 4 tiros a puerta que le hsn llegado. Yo sigo confiando en Imanol, pero me sobran 8 de los jugadores de la primera plantilla: Sadiq, Becker, Odriozols, Olasagasti, Urko, Aihen, Aritz y Magunazelaia. Aúpa Real!!💙🤍","Die Unterschiede sind, dass unser Torwart nett ist, aber nicht für einen (2 Tore aus 3 Schüssen, 2 aufs Tor -2 Tore- und einer daneben) und der von Osasuna ein bisschen schräg ist, aber alle 4 Schüsse aufs Tor pariert hat, die auf ihn kamen. Ich vertraue weiterhin Imanol, aber ich habe 8 Spieler der ersten Mannschaft zu viel: Sadiq, Becker, Odriozols, Olasagasti, Urko, Aihen, Aritz und Magunazelaia. Aúpa Real!!💙🤍"
ES_0049,ES,villarealcf,Diego Conde,Conde >>Jorgensen,Conde >>Jorgensen
DE_0276,DE,vfb,Ermedin Demirovic,"geiles Spiel, aber mit Demirovic bist mittlerweile echt einer weniger 😅","geiles Spiel, aber mit Demirovic bist mittlerweile echt einer weniger 😅"
FR_0070,FR,rclens,Kevin Danso,"In pratica abbiamo salvato la vita a Danso, ringraziateci mangia baguette","In der Tat haben wir Dansos Leben gerettet, danke uns essen Baguette."
ES_0061,ES,sevillafc,Dodi Lukebakio,"Ejuke, lukebakio de 9 e Idumbo en la otra banda sorprenderá tb. Hay que recolocar ya de 9 a lukebakio","Ejuke, lukebakio als 9 und Idumbo auf der anderen Seite werden auch überraschen. Lukebakio muss jetzt schon als 9 umgestellt werden."
