club,player,comment,post,caption,sentiment_score,sentiment,explanation,translation
cfc,Cole Palmer,🥶🥶🥶 cold palmer my favorite player in the premier league  vamos Chelsea palmer the best in the league better than phil poden,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,The comment expresses strong admiration for Cole Palmer by calling him 'my favorite player' and asserting he is 'the best in the league.' The use of the phrase 'better than Phil Foden' further emphasizes the positive sentiment towards Palmer.,"Cold Palmer my favorite player in the Premier League, let's go Chelsea, Palmer the best in the league, better than Phil Foden."
cfc,Cole Palmer,At this point it‘s Palmer FC,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a positive sentiment towards Cole Palmer, suggesting that he is the central player or star of the team, almost like the team is named after him. This indicates admiration for his performances.",At this point it's Palmer FC.
cfc,Cole Palmer,@colepalmer10 🔥,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment includes a flame emoji (🔥), which typically conveys enthusiasm and excitement, indicating a positive sentiment towards Cole Palmer.",@colepalmer10 🔥
cfc,Cole Palmer,+1 reason for Palmer to stay at Man City... Haaland would never miss 🥶,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.5,POSITIVE,"The comment includes a positive implication towards Cole Palmer by mentioning a reason for him to stay at Man City, although it uses Haaland's name in comparison. The context suggests admiration for Palmer's potential while slightly downplaying it against Haaland.",+1 reason for Palmer to stay at Man City... Haaland would never miss 🥶
cfc,Cole Palmer,ICE COLD PALMER 🥶,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment uses the phrase 'ICE COLD' as a compliment, suggesting that Cole Palmer is impressive or showing great skill. The emoji (🥶) reinforces the idea of being cool or exceptional in performance.",ICE COLD PALMER
cfc,Cole Palmer,Palmer really gave Jackson some good opportunity to score but just couldn’t get it in😂😂,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment acknowledges Cole Palmer's positive contribution by providing opportunities for Jackson to score, but it also mentions an inability to score. Overall, the sentiment doesn't explicitly praise or criticize Palmer, making it neutral.",Palmer really gave Jackson some good opportunity to score but just couldn’t get it in.
cfc,Cole Palmer,Palmer is better than Messi and Ronaldo!,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a highly positive sentiment towards Cole Palmer by comparing him favorably to two of the greatest players in soccer history, Messi and Ronaldo. The phrase 'better than' indicates strong admiration for Palmer.",Palmer is better than Messi and Ronaldo!
cfc,Cole Palmer,Palmerrr🔥🔥🔥🔥 in love with his game just pure class elegance 🥶🥶 please bring a real forward Jackson how could he miss that,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.5,POSITIVE,"The comment expresses admiration for Cole Palmer's gameplay, describing it as 'pure class' and 'elegance', which indicates a positive sentiment towards him. However, it also mentions a criticism regarding another player (Jackson), which somewhat dilutes the overall sentiment but does not detract from the admiration for Palmer himself.",Palmerrr🔥🔥🔥🔥 in love with his game just pure class elegance 🥶🥶 please bring a real forward Jackson how could he miss that
cfc,Cole Palmer,Palmer doing Fabregas thing🔥👏,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses admiration for Cole Palmer by comparing him positively to Cesc Fabregas, suggesting that Palmer is exhibiting exceptional skills or behaviors similar to a highly respected player. The use of the fire and clapping emojis further emphasizes the positive sentiment.",Palmer doing Fabregas thing
cfc,Cole Palmer,The next @hazardeden_10 @colepalmer10 😮‍💨,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment includes a reference to Cole Palmer but mainly compares him to another player (Eden Hazard), which is more of a speculation or opinion rather than a direct sentiment towards Palmer. The emoji expresses some amazed or contemplative feelings but does not give a clear positive or negative sentiment towards Palmer himself.",The next @hazardeden_10 @colepalmer10 😮‍💨
cfc,Cole Palmer,Cole Palmer ❌Kul Palmer ✅,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The comment uses cross emoji (❌) to suggest rejection or disapproval of Cole Palmer, replacing his name with 'Kul Palmer' which seems to be a play on words that implies something negative. This indicates a negative sentiment towards Cole Palmer.",Cole Palmer ❌Kul Palmer ✅
cfc,Cole Palmer,Palmer 🥶🗿,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,The comment uses emojis that do not clearly express a positive or negative sentiment towards Cole Palmer. It appears to be neutral with the emojis not providing enough context to indicate support or criticism.,Palmer 🥶🗿
cfc,Cole Palmer,"What if City have palmer and Kdb on the mid, I think halland will get 70+ goals",https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.5,POSITIVE,"The comment discusses the potential positive impact of Cole Palmer and Kevin De Bruyne (KDB) on Manchester City's midfield, suggesting that this combination could lead to a high goal tally for Haaland. The mention of Palmer is favorable, indicating a positive sentiment towards him as part of the team strategy.","What if City have Palmer and KDB in the midfield, I think Haaland will get 70+ goals."
cfc,Cole Palmer,Cole palmer.. The next EH 10,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a positive sentiment towards Cole Palmer, comparing him to a notable player (presumably referring to Erling Haaland or another prominent football figure) and suggesting that he has similar potential or qualities. The use of 'the next' indicates a hopeful expectation for Palmer's future.",Cole Palmer.. The next EH 10
cfc,Cole Palmer,Palmer is way more good than foden🥶,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a positive sentiment towards Cole Palmer by stating he is 'way more good' than another player (Phil Foden), indicating a favorable comparison. The use of the chilling face emoji 🥶 may suggest impressed or surprised enthusiasm rather than negativity.",Palmer is way better than Foden.
cfc,Cole Palmer,Just imagine if Palmer had played with Drogba 🥶,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment speculates about a hypothetical situation involving Cole Palmer and Didier Drogba. It does not express a clear positive or negative sentiment about Palmer himself, but rather a thought about how he would perform alongside another player. Hence, it is neutral.",Just imagine if Palmer had played with Drogba 🥶
cfc,Cole Palmer,You people need to stop blaming Jackson for everything! Do u think it was easy what he did? Do u know how many sitters Palmer himself missed on that match?,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The comment criticizes Cole Palmer by mentioning the number of 'sitter' chances he missed, implying that he is underperforming and should share the blame instead of placing it all on Jackson. This negatively impacts his perception.",You people need to stop blaming Jackson for everything! Do you think it was easy what he did? Do you know how many sitters Palmer himself missed in that match?
cfc,Cole Palmer,vcs não merecem o palmer,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The comment expresses discontent or disdain towards the fans ('vocês não merecem' translates to 'you do not deserve'), implying that Cole Palmer deserves better fans, which reflects negatively on his experience with them. The focus is on the judgment of the fans rather than on Palmer himself, but by stating he does not deserve them, it can be construed as negative towards the perception of the player in relation to the fans.",you do not deserve Palmer
cfc,Cole Palmer,🥶🥶🥶🥶🥶coldpalmer,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The comment uses the term 'coldpalmer,' which suggests a negative sentiment towards Cole Palmer, indicating that he is not performing well or lacks effectiveness. The cold emojis further emphasize this sentiment of disappointment or lack of engagement.",coldpalmer
cfc,Cole Palmer,Brilliant cole palmer 🥶💙💙,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses admiration for Cole Palmer, using the word 'Brilliant' and heart emojis, indicating a strong positive sentiment towards the player.",Brilliant Cole Palmer 🥶💙💙
cfc,Cole Palmer,@colepalmer10  Thank you for choosing Chelsea 😭👏💙,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses gratitude and appreciation towards Cole Palmer for choosing Chelsea, indicating strong positive sentiment. The use of emojis further emphasizes the joy and excitement.",@colepalmer10 Thank you for choosing Chelsea 😭👏💙
cfc,Cole Palmer,Palmer Vision = 20 (FM2025 must update that stats),https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment makes an observation about Cole Palmer's vision statistic in a video game, suggesting it should be updated. There's no clear positive or negative sentiment directed towards the player, just a note about gameplay statistics.",Palmer's vision = 20 (FM2025 must update those stats)
cfc,Cole Palmer,Osimhen9 you Just de miss food when Cold 🥶 Palmer done ✅ cook 🧑‍🍳 finish 🙃,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,"The comment seems to imply that Cole Palmer is 'cooking' or performing well, which is positive, but the overall tone is mocking with the phrase 'you just de miss food when Cold' and the use of emojis which suggest a negative or sarcastic undertone towards Osimhen. It suggests disappointment or ridicule rather than genuine praise.","Osimhen, you just missed out on food that is cold. Palmer has done the cooking and finished."
cfc,Cole Palmer,Palmer 💙❤️🔥,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The emojis used (heart and fire) indicate strong affection and enthusiasm towards Cole Palmer. There are no negative or neutral phrases present, and the comment expresses a clear positive sentiment.",Palmer 💙❤️🔥
cfc,Cole Palmer,"Palmer : ""NYOHHHHHH""",https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment consists of a single expression 'NYOHHHHHH', which does not convey any clear positive or negative sentiment towards Cole Palmer. It's more of an exclamation rather than a statement of opinion or feeling about the player.",Palmer: 'NYOHHHHHH'
cfc,Cole Palmer,"Mr Cold Palmer is not only Cold in mind, but also genius 😎",https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment praises Cole Palmer by labeling him as a genius, which is indicative of a very positive sentiment. The use of the word 'Cold' in this context suggests he is impressive or talented. The emoji 😎 further emphasizes the positive sentiment.","Mr. Cold Palmer is not only cold in mind, but also a genius 😎"
cfc,Cole Palmer,Palmer have another passing like this too,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,The comment refers to Cole Palmer but does not express a clear positive or negative sentiment. It simply states a fact about his passing ability without any evaluative language.,Palmer has another pass like this too.
cfc,Cole Palmer,Palmer 😢😢😢🔥🔥🔥🔥🔥,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.5,POSITIVE,"The use of the fire emojis suggests excitement or admiration for Cole Palmer, while the crying emojis could imply sadness, possibly about a past event related to him. However, the overall tone leans towards positivity due to the multiple fire emojis.",Palmer 😢😢😢🔥🔥🔥🔥🔥
cfc,Cole Palmer,Filthy stuff from Palmer. Out of this world. I can watch this pass everyday of my life and not still understand how he effortlessly does it😬,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses admiration for Cole Palmer's skills, specifically highlighting a remarkable pass and the effortlessness of it, indicating a very positive sentiment towards the player. The use of 'filthy stuff' and 'out of this world' emphasizes enthusiasm and excitement about his performance.",Filthy stuff from Palmer. Out of this world. I can watch this pass everyday of my life and not still understand how he effortlessly does it.
cfc,Cole Palmer,Lo que juega palmer es brutal sinceramente esta a otro nivel 🥶🥶💙,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses high praise for Cole Palmer's performance, indicating that he plays at an exceptional level. The use of 'brutal' and the emojis suggest strong admiration.","What Palmer plays is brutal, honestly he is on another level 🥶🥶💙"
cfc,Cole Palmer,NJ is a fantastic footballer. His runs and movements is awesome. Cole palmer legend,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment praises Cole Palmer, highlighting his skills and labeling him as a 'legend.' This indicates strong positive sentiment towards the player.",NJ is a fantastic footballer. His runs and movements are awesome. Cole Palmer is a legend.
cfc,Cole Palmer,Who else can do that @colepalmer10,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses admiration for Cole Palmer's abilities, suggesting that he is exceptional at something, which indicates a positive sentiment towards him. The phrase 'Who else can do that' implies uniqueness and skill.",Who else can do that @colepalmer10
cfc,Cole Palmer,damn cole palmer would be winning the best player award if not for people pulling him down,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment expresses a positive view of Cole Palmer's abilities, suggesting he would win the best player award. However, it also implies that there are negative forces (people pulling him down) affecting his chances. Overall, it balances between positive and negative elements, leading to a neutral sentiment assessment.","Damn, Cole Palmer would be winning the best player award if not for people pulling him down."
cfc,Cole Palmer,"palmer is palmer  no compare anything, biarkan palmer mengukir namanya dengan performa dia",https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.5,POSITIVE,"The comment expresses a supportive sentiment towards Cole Palmer by stating 'palmer is palmer no compare anything,' indicating that he should be appreciated for who he is rather than being compared to others. The phrase 'biarkan palmer mengukir namanya dengan performa dia' translates to 'let Palmer carve his name with his performance,' which also reflects a positive outlook on his future contributions.","Palmer is Palmer, no comparison with anything, let Palmer carve his name with his performance."
cfc,Cole Palmer,Palmer FC 🔥,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses excitement or enthusiasm towards Cole Palmer, as indicated by the use of '🔥', which suggests a positive connotation. 'Palmer FC' also implies support for him as an individual or player, suggesting he is a central figure. Overall, the sentiment is clearly positive.",Palmer FC 🔥
cfc,Cole Palmer,Palmer,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment simply states the player's name without any additional context or sentiment, making it neutral.",Palmer
cfc,Cole Palmer,Palmer 🤔🥶,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,-1.0,NEGATIVE,The comment features an emoji (a thinking face and a cold face) suggesting confusion or disappointment towards Cole Palmer. This implies a negative sentiment towards him.,Palmer 🤔🥶
cfc,Cole Palmer,Palmer is an absolute baller! 🔥,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses admiration for Cole Palmer by calling him an 'absolute baller,' which indicates a high level of appreciation for his skills. The flame emoji further emphasizes the enthusiasm.",Palmer is an absolute baller!
cfc,Cole Palmer,Palmer is chelse of chelseafc,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment does not express a clear positive or negative sentiment towards Cole Palmer. It simply makes a statement about him being part of Chelsea Football Club (Chelsea FC). The use of 'chelse' does not provide a clear sentiment or context. It appears to be a typographical error, possibly a misspelling of 'Chelsea'.",Palmer is Chelsea of Chelsea FC.
cfc,Cole Palmer,@aldbetttt @irgiimln fakta palmer lebih bagus dari belingham,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a positive sentiment towards Cole Palmer, stating that he is better than Bellingham. This comparison is directly favorable to Palmer.",The fact is Palmer is better than Bellingham.
cfc,Cole Palmer,Palmer is incredible 💙,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Cole Palmer by stating he is 'incredible,' and the use of the blue heart emoji enhances the positivity. It clearly refers to the player in a complimentary manner.",Palmer is incredible 💙
cfc,Cole Palmer,Waiting cold palmer POTW efootball 103🥶,https://www.instagram.com/reel/DAjU6Xcsbv-/,•,0.0,NEUTRAL,"The comment mentions Cole Palmer in a context that appears to be neutral, discussing his potential as Player of the Week (POTW) without expressing positive or negative feelings. The use of the emoji 🥶 may imply coldness or waiting, but does not provide a specific sentiment towards Palmer.",Waiting for cold Palmer (a reference to a cold game experience) POTW eFootball 103.
