club,player,comment,post,caption,sentiment_score,sentiment,explanation
VfB,Alexander Nübel,Verstehe nicht warum jetzt Nübel teilweise Hate bekommt. Der arme kann nicht viel machen wenn er komplett alleine hinten drin steht,https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,0.5,POSITIVE,"The comment defends Nübel, suggesting that he is unfairly receiving hate and highlighting that he is often left alone in difficult situations. This indicates a positive perception of his challenges and shows empathy towards him."
VfB,Alexander Nübel,"Nübel regt mich sooo auf. Schon wieder zwei Dinger reingelassen, die haltbar waren. Das kostet halt Punkte und heute das Spiel.",https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,-1.0,NEGATIVE,The comment expresses frustration towards Nübel for allowing two goals that the commenter believes should have been saved. The use of 'regt mich sooo auf' indicates strong negative emotions directed at the player.
VfB,Alexander Nübel,"Stark gekämpft! Schade, dass Nübel diese Saison seit dem Supercup nur noch auf 2. Liga-Niveau spielt 😢 Da muss langsam wieder mehr kommen",https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,-0.5,NEGATIVE,"The comment expresses disappointment in Nübel's performance, indicating he is playing at a level below expectations, specifically referencing '2. Liga-Niveau.' The use of the sad emoji emphasizes the negative sentiment."
VfB,Alexander Nübel,"Wie letzte Saison: Bei jedem Spiel, was wir nicht gewonnen haben - mit Ausnahme von Hoffenheim & Bremen - hat unser Torwart einen maßgeblichen Anteil dran. Kanns nicht verstehen warum Nübel so gefeiert wird. Komplett overrated…",https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,-1.0,NEGATIVE,"The comment expresses strong criticism towards Alexander Nübel, stating he has a significant negative impact on the team's performance and is overrated. Phrases like 'mäßgeblichen Anteil dran' and 'komplett overrated' highlight the negative sentiment clearly."
VfB,Alexander Nübel,Nübel und die mangelnde Chancenverwertung haben uns heute wahrscheinlich um den Punkt gebracht. Ansonsten war das eine Top-Leistung 💪🏼👏🏼. ❤️🤍,https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,0.5,POSITIVE,"The comment acknowledges a fault ('mangelnde Chancenverwertung') that could be attributed to Nübel, but it primarily focuses on a positive aspect ('Top-Leistung') which showcases his overall performance, along with supportive emojis."
VfB,Alexander Nübel,Können wir Nübel bitte fest verpflichten!?,https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,1.0,POSITIVE,"The comment expresses a desire to permanently sign Nübel, indicating support and appreciation for him as a player."
VfB,Alexander Nübel,Nübel 👐,https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,0.0,NEUTRAL,"The comment consists only of the player's name followed by a goalkeeper emoji, which does not express a clear positive or negative sentiment. It is neutral in nature."
VfB,Alexander Nübel,"Spiel auf Augenhöhe, sehr stark. Nübel muss weg",https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,-1.0,NEGATIVE,The comment references Alexander Nübel negatively by stating 'Nübel muss weg' which translates to 'Nübel must go'. This indicates a disapproval of Nübel's performance or presence on the team.
VfB,Alexander Nübel,Nübel lässt den Punkt fallen 😢,https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,-1.0,NEGATIVE,"The comment suggests that Nübel failed to perform well ('lässt den Punkt fallen' translates to 'drops the point'), which indicates disappointment or criticism towards his performance, supported by the sad emoji."
VfB,Alexander Nübel,"das 3:1 hätte nicht sein müssen, war mehr als gut haltbar für Nübel. Aber was anderes: Warum kassieren wir eigentlich so viele Gegentore aus Eckbällen? Das wird langsam gruselig, wie viele gegentore wir aus eckballsituationen kriegen",https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,-0.5,NEGATIVE,"The comment criticizes Alexander Nübel's ability to save the goal that made it 3:1, indicating that it was a goal he should have been able to stop ('mehr als gut haltbar für Nübel'). Although the comment also raises a broader issue about conceding goals from corner kicks, the specific mention of Nübel's performance contributes to a negative sentiment towards him."
VfB,Alexander Nübel,Gutes Spiel! Nübels starke Paraden nicht vergessen! 🤍♥️,https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,1.0,POSITIVE,"The comment praises Alexander Nübel's performance, specifically mentioning his strong saves ('starke Paraden'). The use of positive emojis (🤍♥️) further enhances the positive sentiment towards him."
VfB,Alexander Nübel,Starkes Spiel vom vfb. Respekt. Nicht desto trotz hoffe ich als Bayern Fan das nübel direkt bei euch bleibt 👍🏻👍🏻😂,https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,0.0,NEUTRAL,"The comment mentions 'Nübel' in the context of expressing hope that he stays with VfB Stuttgart, which does not convey a strong positive or negative sentiment towards him. The overall tone is neutral, with some humor indicated by the emojis, but it doesn't express a direct opinion about Nübel's performance."
VfB,Alexander Nübel,"Die letzten beiden gehen auf Nübel, super spiel von euch 🫱🏼‍🫲🏽",https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,1.0,POSITIVE,"The comment praises Alexander Nübel by stating that the last two goals are on him, implying positive performance and contribution, while also complimenting his role in the game."
VfB,Alexander Nübel,Wir können nichts sagen. Es war ein klasse Spiel. Es ist einfach nur ärgerlich dass Nübel in den beiden letzten Gegentoren besser hätte sein können. Insgesamt geil dass wir Carlo Ancelotti sauer machen konnten und lange Zeit Klasse gezeigt haben. Die Play-offs sind definitiv machbar.,https://www.instagram.com/p/DACFeZpuIKu/,Schlusspfiff in Madrid! Wir werden für einen irren Fight nicht belohnt und verlieren die Partie gegen @realmadrid mit 3:1! Der zwischenzeitliche Ausgleich von @_denizundav reicht am Ende leider nicht. Dennoch unfassbar stolz! Was für ein Kampf! 💪#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt,-0.5,NEGATIVE,"The comment expresses frustration about Nübel's performance in the last two goals ('besser hätte sein können'), indicating a negative sentiment towards him despite the praise for the overall game."
VfB,Alexander Nübel,Ui ui ui weder Mittelstädt's noch Nübels's Spiel,https://www.instagram.com/reel/DACCgPgNn6g/,und,0.0,NEUTRAL,"The comment mentions Alexander Nübel in a neutral context, indicating a comparison in performance ('weder Mittelstädt's noch Nübels's Spiel'). There is no positive or negative sentiment expressed towards him specifically."
VfB,Alexander Nübel,Nübel soll Neuer's Nachfolger werden?....... 🙄⚽😁,https://www.instagram.com/reel/DACCgPgNn6g/,und,-1.0,NEGATIVE,The comment expresses skepticism or disapproval regarding the idea of Nübel becoming Neuer's successor. The use of the eye-rolling emoji (🙄) indicates a negative sentiment towards the proposal.
VfB,Alexander Nübel,Stark Nübel du ............ wie kann man so scheiße sein,https://www.instagram.com/reel/DACCgPgNn6g/,und,-1.0,NEGATIVE,"The comment is explicitly negative towards Alexander Nübel, using harsh language to criticize him ('wie kann man so scheiße sein'). The term 'Stark Nübel' suggests the commenter is addressing Nübel directly but follows it with a strong criticism, indicating a negative sentiment."
VfB,Alexander Nübel,Junge junge ist der Nübel schlecht🤣🤣🤣,https://www.instagram.com/reel/DACCgPgNn6g/,und,-1.0,NEGATIVE,"The comment directly criticizes Nübel's performance, describing him as 'schlecht' (bad), which indicates a negative sentiment towards the player. The use of laughing emojis suggests that the commenter finds humor in Nübel's poor performance."
VfB,Alexander Nübel,Nübel wird niemals Bayerns Nummer 1,https://www.instagram.com/reel/DACCgPgNn6g/,und,-1.0,NEGATIVE,"The comment suggests that Nübel will never be Bayern's number one goalkeeper, which indicates a negative sentiment towards him."
VfB,Alexander Nübel,Schade Nübel… da muss die Faust fliegen im 5er … der geht auf dich leider 👍🏻,https://www.instagram.com/reel/DACCgPgNn6g/,und,-0.5,NEGATIVE,"The comment expresses disappointment towards Nübel's performance, indicating that he should have taken a stronger action ('die Faust fliegen im 5er'). The use of 'Schade' suggests regret, further indicating negative sentiment. The thumbs-up emoji at the end could imply sarcasm or a reluctant positivity."
VfB,Alexander Nübel,Ach Nübel Nübel…,https://www.instagram.com/reel/DACCgPgNn6g/,und,0.0,NEUTRAL,"The comment uses a repetitive mention of Nübel's name without providing any clear positive or negative sentiment. It appears to be an exclamation that expresses some degree of frustration or affection, but it lacks specific context or content that would indicate a clear sentiment toward the player."
VfB,Alexander Nübel,Nübel bester Mann😂😂😂,https://www.instagram.com/p/DAB-CfUOJBL/,"Getragen von Stolz! 💪 Was für ein starkes Spiel! ⏸️ Pause im Estadio Santiago Bernabéu! Unsere Jungs haben mehrere hochkarätige Chancen, aber ein Treffer will einfach (noch) nicht fallen! Auf der Gegenseite ist Alex Nübel einfach nicht zu überwinden! Soooo soooo stark! Weiter kämpfen, Jungs! Belohnt euch!!! ⚪️🔴🔥#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt",1.0,POSITIVE,"The comment 'Nübel bester Mann' translates to 'Nübel best man,' which is a positive statement about Alexander Nübel. The use of laughing emojis at the end suggests a lighthearted or fond admiration of the player."
VfB,Alexander Nübel,Feuert Nübels Torwarttrainer,https://www.instagram.com/p/DAB-CfUOJBL/,"Getragen von Stolz! 💪 Was für ein starkes Spiel! ⏸️ Pause im Estadio Santiago Bernabéu! Unsere Jungs haben mehrere hochkarätige Chancen, aber ein Treffer will einfach (noch) nicht fallen! Auf der Gegenseite ist Alex Nübel einfach nicht zu überwinden! Soooo soooo stark! Weiter kämpfen, Jungs! Belohnt euch!!! ⚪️🔴🔥#VfB #StuttgartInternational #UCL #RMAVfB #VfBStuttgart #GetragenVonStolz #VfBInsta #VfbStuttgart1893 #AusCannstatt",-1.0,NEGATIVE,"The comment expresses a negative sentiment towards Alexander Nübel by suggesting that his goalkeeper coach should be fired, which implies blame towards Nübel's performance."
VfB,Alexander Nübel,Nübel Nübel Nübel,https://www.instagram.com/reel/DAB7mUbRPJJ/,und,0.0,NEUTRAL,"The comment consists solely of the player's name repeated. There is no additional context or sentiment expressed towards Alexander Nübel, making it neutral."
VfB,Alexander Nübel,Und Nübel patzt zweimal zum Endstand 3:1,https://www.instagram.com/reel/DAB7mUbRPJJ/,und,-1.0,NEGATIVE,"The comment critiques Nübel's performance, indicating that he made mistakes ('patzt zweimal') which negatively impacted the outcome of the game ('Endstand 3:1'). The use of 'patzt' (which means to make a blunder) suggests dissatisfaction with his performance."
VfB,Alexander Nübel,Nübel die Wand,https://www.instagram.com/reel/DAB7mUbRPJJ/,und,1.0,POSITIVE,"The comment 'Nübel die Wand' suggests that the commenter views Alexander Nübel as a wall, implying he is an excellent goalkeeper who effectively stops goals. This is a positive sentiment towards the player."
VfB,Alexander Nübel,Nübel> Courtois,https://www.instagram.com/reel/DAB7mUbRPJJ/,und,1.0,POSITIVE,"The comment directly favors Alexander Nübel over Courtois, indicating a positive sentiment towards Nübel."
VfB,Alexander Nübel,Nübel die mieze,https://www.instagram.com/reel/DAB7mUbRPJJ/,und,0.0,NEUTRAL,"The comment 'Nübel die mieze' does not provide a clear positive or negative sentiment towards Alexander Nübel. The use of the word 'mieze' (which means 'kitten' in German) could imply endearment or playful teasing, but without context, it doesn't convey a strong sentiment either way."
VfB,Alexander Nübel,"Spieleröffnung aber gruselig, gleiches gilt für Nübel! Das Mittelfeld muss sich die Bälle mehr abholen, die Verbindung zwischen den Ketten passt bisher gar nicht",https://www.instagram.com/p/C_8IBMhsUyX/,Erster Bundesliga-Sieg im Brustring-Trikot – und das mit einer starken Leistung. Jeff Chabot hat ordentlich aufgeräumt in der Defensive.Über den Link in der Story gelangt Ihr zum Rückblick auf das Spiel in Mönchengladbach.[Anzeige] Advantest | @jeff_le_chabot | #VfB #BMGVfB 1:3 #vfbstuttgart #vfbstuttgart1893 #furchtlosundtreu #auscannstatt #VfBInsta,-1.0,NEGATIVE,"The comment expresses dissatisfaction with Nübel's performance in player distribution ('Spieleröffnung aber gruselig, gleiches gilt für Nübel'), indicating a negative sentiment towards him."
VfB,Alexander Nübel,"Am Ende fragt man sich, wie man sich aus so einer grauenhaften 1. Halbzeit mit nem zugedröhnten nübel aus der Affäre ziehen konnte 😂😂",https://www.instagram.com/p/C_5w9PcRjco/,"Und Schlusspfiff! 😍 Wir gewinnen in Gladbach mit 3:1! Ermedin Demirovic gelingt in Hälfte zwei nach zwei Assists von Fabian Rieder der Doppelpack! Eine starke Antwort, ein starker Kampf! Wir sind Stolz auf euch, Jungs! 💪👏#VfB | #BMGVfB 1:3#vfbstuttgart #vfbstuttgart1893 #auscannstatt #furchtlosundtreu #VfBInsta",-1.0,NEGATIVE,"The comment expresses disappointment and frustration regarding Alexander Nübel, particularly focusing on his performance in the first half, which is described as 'grauenhaft' (terrible). The use of 'zugedröhnten' suggests that the commenter believes Nübel was not fully focused or performing well, leading to a negative sentiment."
VfB,Alexander Nübel,Wenn nübel gegen real so eine unruhe ausstrahlt liegen wir nach 15 min 3:0 hinten,https://www.instagram.com/p/C_5qI9URmPg/,Pause in Gladbach! ⏸ In einer umkämpften Partie geht es mit einem 1:1 in die Kabine. Wir gehen durch Deniz Undav nach 21 Minuten in Führung. Gladbach kann wenig später durch Plea (27.) ausgleichen!In Hälfte zwei weiter alles reinhauen! 💪#VfB | #BMGVfB 1:1 #vfbstuttgart #vfbstuttgart1893 #auscannstatt #furchtlosundtreu #VfBInsta,-1.0,NEGATIVE,"The comment expresses concern about Alexander Nübel's performance, implying that if he continues to display the same level of anxiety ('unruhe') against Real Madrid, the team will be losing significantly early in the game. This indicates a negative sentiment towards Nübel."
VfB,Alexander Nübel,"Abwehrverhalten bereitet einem große Sorge, Nübel Top könnte sogar einen Meteoriten halten 🔥",https://www.instagram.com/p/C_5qI9URmPg/,Pause in Gladbach! ⏸ In einer umkämpften Partie geht es mit einem 1:1 in die Kabine. Wir gehen durch Deniz Undav nach 21 Minuten in Führung. Gladbach kann wenig später durch Plea (27.) ausgleichen!In Hälfte zwei weiter alles reinhauen! 💪#VfB | #BMGVfB 1:1 #vfbstuttgart #vfbstuttgart1893 #auscannstatt #furchtlosundtreu #VfBInsta,0.5,POSITIVE,"The comment expresses concern about the defense ('Abwehrverhalten bereitet einem große Sorge'), which is negative. However, it positively highlights Nübel's skills by stating he is 'Top' and could even hold a meteorite, suggesting admiration and confidence in his abilities. The use of the fire emoji (🔥) further emphasizes a positive tone towards Nübel."
