club,player,comment,post,caption,sentiment_score,sentiment,explanation
arsenal,Bukayo Saka,Saka 🔗 Martinelli 🔥,https://www.instagram.com/reel/DA1FUsHu5T7/,und,1.0,POSITIVE,"The comment is positive towards Bukayo Saka as it pairs his name with a fire emoji, suggesting excitement and praise. The use of a chain emoji also implies a connection or unity between Saka and Martinelli, which conveys a positive sentiment towards Saka."
arsenal,Bukayo Saka,"Saka, Nelli, Trossad and Kai dangerous attacking side",https://www.instagram.com/reel/DA1FUsHu5T7/,und,0.5,POSITIVE,"The comment mentions Bukayo Saka positively as part of a 'dangerous attacking side' along with other players, indicating a favorable view on his contributions."
arsenal,Bukayo Saka,How Saka was able to locate martinelli still surprises me,https://www.instagram.com/reel/DA1FUsHu5T7/,und,0.0,NEUTRAL,The comment reflects an observation about Bukayo Saka's playmaking ability but does not express a strong positive or negative sentiment towards him. It mentions Saka's skills in a factual manner without emotional language.
arsenal,Bukayo Saka,Saka is an Elite football player,https://www.instagram.com/reel/DA1FUsHu5T7/,und,1.0,POSITIVE,"The comment expresses a favorable opinion about Bukayo Saka by calling him an 'Elite football player,' which clearly indicates admiration and positivity towards him."
arsenal,Bukayo Saka,Arteta whenever the ball get to saka 🚶‍♂️🚶‍♂️🚶‍♂️,https://www.instagram.com/reel/DA1FUsHu5T7/,und,-0.5,NEGATIVE,"The comment implies a negative sentiment towards Bukayo Saka by suggesting that Arteta is inactive or uninterested whenever the ball reaches Saka, indicated by the walking emojis, which convey a lack of urgency or disappointment."
arsenal,Bukayo Saka,"For me, Merino played a big part on this goal. When u watch it in slow motion, merino tells Gabi to run inside the box soon as Saka gets the ball while Gabi was just wondering with no clue. Merino made the fake run taking the attention of two defender but leaving Gabi alone. I guess this is why Merino was signed. Thats football intelligence.",https://www.instagram.com/reel/DA1FUsHu5T7/,und,0.0,NEUTRAL,"The comment discusses the contribution of another player (Merino) to a goal, without expressing a positive or negative sentiment towards Bukayo Saka. Saka's role is mentioned only in the context of receiving the ball, making the overall sentiment neutral."
arsenal,Bukayo Saka,But apparently Saka assist are only corners 😂,https://www.instagram.com/reel/DA1FUsHu5T7/,und,-0.5,NEGATIVE,"The comment implies that Saka's assists are not valuable or impressive, as it jokingly suggests they only come from corners, which can be perceived as a criticism of his capabilities."
arsenal,Bukayo Saka,Saka is world class player 🔥🔥🔥,https://www.instagram.com/reel/DA1FUsHu5T7/,und,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Bukayo Saka, calling him a 'world class player' which is a significant compliment, further emphasized by the fire emojis that convey enthusiasm."
arsenal,Bukayo Saka,Anytime saka has the ball arteta is always opstimistic something is going to happen .. you can tell from his body language when the ball was passed to saka b4 d cross,https://www.instagram.com/reel/DA1FUsHu5T7/,und,0.5,POSITIVE,"The comment indicates that Arteta shows optimism when Bukayo Saka has the ball, suggesting a positive perception of Saka's abilities and impact on the game."
arsenal,Bukayo Saka,Saka-Nelli combo is just different gravy! 🧑‍🍳🤌,https://www.instagram.com/reel/DA1FUsHu5T7/,und,1.0,POSITIVE,"The comment expresses enthusiasm and positivity about the Saka-Nelli combination, referring to it as 'just different gravy', which is a positive phrase implying superiority or quality. The use of emojis reinforces the positive sentiment."
arsenal,Bukayo Saka,Saka with them consistent sniper precision moves! 🔥🔥🔥,https://www.instagram.com/reel/DA1FUsHu5T7/,und,1.0,POSITIVE,"The comment praises Bukayo Saka's skills, describing them as 'consistent sniper precision moves,' which conveys admiration and positivity towards his performance."
arsenal,Bukayo Saka,Every defender knows what Saka is going to do but they still can't touch him 😁,https://www.instagram.com/reel/DA1FUsHu5T7/,und,1.0,POSITIVE,"The comment expresses admiration for Bukayo Saka's skills, stating that defenders are aware of his tactics but still struggle to stop him. The use of the smiling emoji reinforces the positive sentiment."
arsenal,Bukayo Saka,Saka🔥,https://www.instagram.com/reel/DA1FUsHu5T7/,und,1.0,POSITIVE,"The comment consists of just the player's name followed by a fire emoji, which typically symbolizes something exciting or impressive. This indicates a very positive sentiment towards Bukayo Saka."
arsenal,Bukayo Saka,Sakanelli,https://www.instagram.com/reel/DA1FUsHu5T7/,und,0.0,NEUTRAL,"The comment 'Sakanelli' does not express a clear positive or negative sentiment towards Bukayo Saka. It appears to be a playful or humorous nickname, which is neutral in sentiment."
arsenal,Bukayo Saka,SakaNelli?,https://www.instagram.com/reel/DA1FUsHu5T7/,und,0.0,NEUTRAL,"The comment appears to be a playful mashup name 'SakaNelli', possibly combining Bukayo Saka's name with another term or player. It does not express a clear positive or negative sentiment towards Saka himself; hence, it is rated neutral."
arsenal,Bukayo Saka,TYPICAL  MOVE  OF  SAKA  And😍😍😍,https://www.instagram.com/reel/DA1FUsHu5T7/,und,1.0,POSITIVE,"The comment expresses admiration for Saka's typical move, indicated by the use of 'TYPICAL MOVE OF SAKA', which suggests a positive recognition of his skills. The use of heart eyes emojis (😍😍😍) further emphasizes the positive sentiment towards him."
arsenal,Bukayo Saka,Saka is the best winger 🌟🔥,https://www.instagram.com/reel/DA1FUsHu5T7/,und,1.0,POSITIVE,"The comment praises Bukayo Saka by referring to him as 'the best winger', indicating a strong positive sentiment. The use of emojis (🌟🔥) further emphasizes the enthusiasm and admiration for the player."
arsenal,Bukayo Saka,Saka doing saka’s things more than saka 🔥🔥🔥❤️❤️,https://www.instagram.com/reel/DA1FUsHu5T7/,und,1.0,POSITIVE,"The comment expresses enthusiasm about Bukayo Saka's performance by saying he is 'doing saka’s things', which conveys admiration and compliments his skills. The emojis (fire and hearts) further emphasize positivity and excitement."
arsenal,Bukayo Saka,The whole team Trust SaKa so much that everytime they building up plays  they some how give the ball to SaKa to make the final decision towards a goal.,https://www.instagram.com/reel/DA1FUsHu5T7/,und,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Bukayo Saka, highlighting his importance and trust from the team as a key player in buildup plays. The use of 'Trust' and 'final decision towards a goal' indicates a high level of respect and admiration for his skills."
arsenal,Bukayo Saka,sakanelli 🔥🔥🔥,https://www.instagram.com/reel/DA1FUsHu5T7/,und,1.0,POSITIVE,"The comment uses a playful nickname 'sakanelli' along with fire emojis, which typically indicates enthusiasm and admiration for Bukayo Saka."
arsenal,Bukayo Saka,Saka is too cold with it. Easily a top 3 PL player in my opinion. Also very happy for Gabi he’s putting in so much effort and I can see him finding his form again,https://www.instagram.com/reel/DA1FUsHu5T7/,und,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Bukayo Saka, calling him 'too cold' and ranking him as a top 3 Premier League player, which indicates high praise and admiration. The mention of Gabi does not detract from the positivity expressed towards Saka."
arsenal,Bukayo Saka,🔥🔥🔥🔥🔥Sakasm,https://www.instagram.com/reel/DAyPtldNaXK/,Bukayo with the icing on the cake 🧁Shot on Google Pixel 🤳,1.0,POSITIVE,"The comment uses multiple fire emojis, indicating enthusiasm and excitement, and the term 'Sakasm' suggests admiration or a positive play on the player's name. This clearly reflects a positive sentiment towards Bukayo Saka."
arsenal,Bukayo Saka,Yeshua protect him @bukayosaka87 @arsenal 🙏🏽,https://www.instagram.com/reel/DAyPtldNaXK/,Bukayo with the icing on the cake 🧁Shot on Google Pixel 🤳,0.5,POSITIVE,"The comment expresses a desire for protection over Bukayo Saka, which indicates a level of care and support for him. The use of the prayer emoji (🙏🏽) reinforces a positive sentiment."
arsenal,Bukayo Saka,firmly believe Saka can equal Henry’s 20 assists or even beat it this season✌🏾,https://www.instagram.com/reel/DAyE6a1uKJ9/,"Gabi making an impact 💥How good was this goal, Gooners? 😲",1.0,POSITIVE,"The comment expresses a strong belief in Bukayo Saka's ability to match or exceed a notable achievement, which indicates a positive sentiment towards him. The use of the peace sign emoji suggests optimism."
arsenal,Bukayo Saka,Saka 💯 focus 🔥🔥🔥,https://www.instagram.com/reel/DAx5PsGuPM8/,und,1.0,POSITIVE,"The comment expresses enthusiasm and positivity towards Saka's focus, indicated by the use of the '💯' emoji and the fire emojis. This portrays a very supportive sentiment."
arsenal,Bukayo Saka,God bless saka,https://www.instagram.com/reel/DAx5PsGuPM8/,und,1.0,POSITIVE,"The comment expresses a positive sentiment towards Bukayo Saka by invoking blessings, indicating admiration and support for the player."
arsenal,Bukayo Saka,Bring dibbling to arsenal we need a back up for saka and a good player who can make an impact after 65 min,https://www.instagram.com/p/DAxuBS5uayD/,Winning weekends in N5 👌Some of the best images from our comeback victory over Southampton 📸,0.0,NEUTRAL,"The comment expresses a need for a backup for Bukayo Saka, indicating his importance to the team, but it does not have a clearly positive or negative sentiment towards him. It acknowledges his impact while suggesting the need for additional support."
arsenal,Bukayo Saka,The way all the players celebrate show how close theirfriendship within the team. I like the way Havertz show his appreciation to Saka.👏👏👏,https://www.instagram.com/reel/DAwb2cIuVYm/,und,0.5,POSITIVE,"The comment expresses a positive sentiment towards Bukayo Saka by highlighting his appreciation from teammate Havertz. The celebration is indicative of team camaraderie, reflecting well on Saka's character in the context of the team's dynamics."
arsenal,Bukayo Saka,What a wonderful game it was⭐⭐⭐⭐⭐ truth. Is all frwds matineli Saka harverts trosaard are all on form,https://www.instagram.com/p/DAv5FACo1wk/,Coming from behind to win together! 👊,0.5,POSITIVE,"The comment praises the game and suggests that Bukayo Saka, among other forwards, is performing well ('Saka harverts trosaard are all on form'). The use of five stars suggests a positive experience, reflecting well on Saka as a player."
arsenal,Bukayo Saka,"😂😂draw or 1: 0.  Saka ,Cali,and partey bare the only players playing",https://www.instagram.com/p/DAu0tKPsmeS/,🔴 𝗠𝗔𝗧𝗖𝗛𝘿𝘼𝙔 ⚪️🆚 Southampton🕒 3pm (UK)🏆 Premier League🏟 Emirates Stadium,0.0,NEUTRAL,"The comment acknowledges Bukayo Saka as one of the few players performing well, but it does not express a strong positive or negative sentiment towards him specifically. The use of laughter emojis suggests a light-hearted tone but does not convey a clear opinion about Saka."
arsenal,Bukayo Saka,Bukayo OMO saka😂,https://www.instagram.com/reel/DAtVKXuoEfy/,Bukayo approved 👍,0.0,NEUTRAL,"The comment uses Bukayo Saka's name in a humorous context ('OMO' meaning 'child' in Yoruba, with a laughing emoji). However, it does not provide a clear positive or negative sentiment towards the player; hence it is neutral."
arsenal,Bukayo Saka,Saka > Pires,https://www.instagram.com/reel/DAsW1BxoyEo/,On this day in 2003... Pires produces a match-winning pearler against Liverpool at Anfield 🎯,1.0,POSITIVE,"The comment 'Saka > Pires' suggests that the commenter believes Saka is better than Pires, indicating a favorable opinion towards Bukayo Saka."
arsenal,Bukayo Saka,Saka the goat 🐐,https://www.instagram.com/reel/DAqwM0LIq7h/,•,1.0,POSITIVE,"The comment refers to Bukayo Saka in a highly positive light by calling him 'the goat' (greatest of all time), accompanied by a goat emoji, which emphasizes admiration and support for the player."
arsenal,Bukayo Saka,Saka ❤️🇳🇬,https://www.instagram.com/p/DAqpyLTIlgJ/,Locked in 🔐📍Sobha Realty Training Centre,1.0,POSITIVE,"The comment expresses affection for Bukayo Saka through the heart emoji and includes the Nigeria flag, indicating support and love for him."
arsenal,Bukayo Saka,Saka star boy 🔥,https://www.instagram.com/reel/DAqEsI5INil/,😮‍💨 Shot on Google Pixel 🤳,1.0,POSITIVE,"The comment refers directly to Bukayo Saka, calling him a 'star boy,' which is a positive term indicating admiration and appreciation. The use of the fire emoji further emphasizes the positive sentiment."
arsenal,Bukayo Saka,Simplemente goo de saka ☠️,https://www.instagram.com/p/DAp8Vr2IiyL/,und,0.0,NEUTRAL,"The comment 'Simplemente goo de saka ☠️' suggests a neutral statement about Bukayo Saka, with 'goo' being unclear in sentiment without additional context, and the skull emoji may imply a lighthearted or joking tone but does not convey strong sentiment."
arsenal,Bukayo Saka,Our Bukayo Saka.,https://www.instagram.com/reel/DAofkvoN_gn/,Captaining in the Champions League ✅Scoring in the Champions League ✅Our Bukayo Saka.,1.0,POSITIVE,"The comment refers to Bukayo Saka in a possessive and affectionate manner, using 'Our' which implies a sense of pride and support for the player."
arsenal,Bukayo Saka,@bukayosaka87 💍❤️,https://www.instagram.com/reel/DAoR5H8tpjt/,🎙️ “It’s gone all the way through!”Bukayo doubles our advantage 👊,1.0,POSITIVE,"The comment includes positive emojis such as a heart and a ring, indicating affection and admiration towards Bukayo Saka."
arsenal,Bukayo Saka,Saka 🔥🔥🔥🔥,https://www.instagram.com/reel/DAoR5H8tpjt/,🎙️ “It’s gone all the way through!”Bukayo doubles our advantage 👊,1.0,POSITIVE,The comment explicitly mentions Bukayo Saka by name and uses fire emojis to convey strong enthusiasm and admiration for him.
arsenal,Bukayo Saka,Saka could have fell there but Trossard's persistence brought the first goal,https://www.instagram.com/reel/DAoK-oQt_Sp/,The delivery from Leo. The leap from Kai. 😍,0.0,NEUTRAL,"The comment mentions Saka but focuses on Trossard's actions in relation to a goal. It does not express a clear positive or negative sentiment towards Saka, making it neutral."
arsenal,Bukayo Saka,SAKA,https://www.instagram.com/p/DAn27ZftExQ/,"It’s time to choose your September Player of the Month, Gooners 🏅Head to our IG Stories to vote 🗳️Here are your nominees…Gabriel:Our defender was a huge goal threat in September, and managed to claim the derby day spoils with his header at the Tottenham Hotspur Stadium to clinch a famous 1-0 win. He then followed that up with another header at Manchester City to help us to a 2-2 draw at the home of the champions.That was coupled with his excellent defensive duties, keeping clean sheets against Spurs and at Atalanta in our Champions League opener to ensure we ended the month unbeaten.David Raya:Our shot-stopper’s excellent start to the season continued as he followed up his Premier League Save of the Month win by making another incredible stop to save a penalty and the follow up against Atalanta to help us to a valuable point by yet again keeping his sheet clean.That was something he achieved at Spurs as well to take his tally in all competitions up to four by the end of September, while he made a string of good stops at the Etihad Stadium during a second-half barrage to ensure we left we a share of the spoils.William Saliba:The Frenchman continues to be imperious at the back alongside Gabriel, with their partnership perhaps the most effective in the Premier League. That was the case in the north London derby where Willo helped shackle Spurs and keep them from scoring.That was also the case out in Italy when we kept Atalanta at bay, and then William was part of a huge defensive effort that frustrated Manchester City on our way to a famous draw.Bukayo Saka:Last month’s winner carried his form into September by swinging over the two corners that allowed Gabriel to net against Tottenham and City, ensuring he levelled the Premier League record for assisting in each of the first five matches of a campaign, drawing level with Thierry Henry.Bukayo was also handed the captain’s armband for the games against City and Leicester, and played a key role in our late win against the Foxes where his corner led to Wilfred Ndidi’s own goal that saw us edge back in front.",0.0,NEUTRAL,"The comment consists solely of the player's name without any additional context or sentiment expressed, indicating a neutral stance."
arsenal,Bukayo Saka,Captain Saka all the way,https://www.instagram.com/p/DAn27ZftExQ/,"It’s time to choose your September Player of the Month, Gooners 🏅Head to our IG Stories to vote 🗳️Here are your nominees…Gabriel:Our defender was a huge goal threat in September, and managed to claim the derby day spoils with his header at the Tottenham Hotspur Stadium to clinch a famous 1-0 win. He then followed that up with another header at Manchester City to help us to a 2-2 draw at the home of the champions.That was coupled with his excellent defensive duties, keeping clean sheets against Spurs and at Atalanta in our Champions League opener to ensure we ended the month unbeaten.David Raya:Our shot-stopper’s excellent start to the season continued as he followed up his Premier League Save of the Month win by making another incredible stop to save a penalty and the follow up against Atalanta to help us to a valuable point by yet again keeping his sheet clean.That was something he achieved at Spurs as well to take his tally in all competitions up to four by the end of September, while he made a string of good stops at the Etihad Stadium during a second-half barrage to ensure we left we a share of the spoils.William Saliba:The Frenchman continues to be imperious at the back alongside Gabriel, with their partnership perhaps the most effective in the Premier League. That was the case in the north London derby where Willo helped shackle Spurs and keep them from scoring.That was also the case out in Italy when we kept Atalanta at bay, and then William was part of a huge defensive effort that frustrated Manchester City on our way to a famous draw.Bukayo Saka:Last month’s winner carried his form into September by swinging over the two corners that allowed Gabriel to net against Tottenham and City, ensuring he levelled the Premier League record for assisting in each of the first five matches of a campaign, drawing level with Thierry Henry.Bukayo was also handed the captain’s armband for the games against City and Leicester, and played a key role in our late win against the Foxes where his corner led to Wilfred Ndidi’s own goal that saw us edge back in front.",1.0,POSITIVE,"The comment expresses strong support for Bukayo Saka by referring to him as 'Captain Saka,' indicating admiration and enthusiasm for him as a player."
arsenal,Bukayo Saka,Saka without a doubt.,https://www.instagram.com/p/DAn27ZftExQ/,"It’s time to choose your September Player of the Month, Gooners 🏅Head to our IG Stories to vote 🗳️Here are your nominees…Gabriel:Our defender was a huge goal threat in September, and managed to claim the derby day spoils with his header at the Tottenham Hotspur Stadium to clinch a famous 1-0 win. He then followed that up with another header at Manchester City to help us to a 2-2 draw at the home of the champions.That was coupled with his excellent defensive duties, keeping clean sheets against Spurs and at Atalanta in our Champions League opener to ensure we ended the month unbeaten.David Raya:Our shot-stopper’s excellent start to the season continued as he followed up his Premier League Save of the Month win by making another incredible stop to save a penalty and the follow up against Atalanta to help us to a valuable point by yet again keeping his sheet clean.That was something he achieved at Spurs as well to take his tally in all competitions up to four by the end of September, while he made a string of good stops at the Etihad Stadium during a second-half barrage to ensure we left we a share of the spoils.William Saliba:The Frenchman continues to be imperious at the back alongside Gabriel, with their partnership perhaps the most effective in the Premier League. That was the case in the north London derby where Willo helped shackle Spurs and keep them from scoring.That was also the case out in Italy when we kept Atalanta at bay, and then William was part of a huge defensive effort that frustrated Manchester City on our way to a famous draw.Bukayo Saka:Last month’s winner carried his form into September by swinging over the two corners that allowed Gabriel to net against Tottenham and City, ensuring he levelled the Premier League record for assisting in each of the first five matches of a campaign, drawing level with Thierry Henry.Bukayo was also handed the captain’s armband for the games against City and Leicester, and played a key role in our late win against the Foxes where his corner led to Wilfred Ndidi’s own goal that saw us edge back in front.",1.0,POSITIVE,"The comment clearly expresses a positive sentiment towards Bukayo Saka, indicating strong support or admiration for him."
arsenal,Bukayo Saka,Saka talks nice,https://www.instagram.com/reel/DAmbwEbP7bh/,und,1.0,POSITIVE,"The comment expresses a positive sentiment towards Bukayo Saka by stating that he 'talks nice', which indicates admiration or approval."
