club,player,comment,post,caption,sentiment_score,sentiment,explanation,translation
VfB,Alexander Nübel,"Nübel, Stiller und Vagnoman waren heute die besten Münchener auf dem Platz.😂",https://www.instagram.com/p/DGocJg6MH4b/,"Schade. Wir verlieren unser Heimspiel gegen den FC Bayern München mit 1:3. Kopf hoch, Jungs aus Cannstatt! 🤝#VfB #Bundesliga #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",1.0,POSITIVE,The comment explicitly praises Alexander Nübel by stating he was one of the best players on the field. The use of 'die besten' (the best) indicates a positive sentiment towards the player.,"Nübel, Stiller, and Vagnoman were today the best Munich players on the field. 😂"
VfB,Alexander Nübel,Vagnoman und Nübel👏,https://www.instagram.com/p/DGoUoTgMtjJ/,"⏸️ Halbzeitpause! Wir spielen bislang eine starke Partie gegen den Rekordmeister und konnten durch ein Traumtor von @angelo.stiller in Führung gehen. 💯Kurz vor der Pause folgte allerdings der Ausgleich durch Michael Olise! Weiter kämpfen, Jungs aus Cannstatt! 💪#VfB #Bundesliga #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",0.0,NEUTRAL,"The comment simply mentions the names of two players, Vagnoman and Nübel, without expressing any positive or negative sentiment towards either player. The use of the clapping emoji could indicate appreciation, but it does not directly reference Alexander Nübel positively or negatively in particular.",Vagnoman and Nübel👏
VfB,Alexander Nübel,"HOENEß,  VAGNOMAN, NÜBEL UND KOMPLETTR VORSTAND RAUS UND DEMIROVIC UND CHABOT MITNEHMEN😡😡😡😡😡😡😡😡😡😡😡😡",https://www.instagram.com/p/DGoUoTgMtjJ/,"⏸️ Halbzeitpause! Wir spielen bislang eine starke Partie gegen den Rekordmeister und konnten durch ein Traumtor von @angelo.stiller in Führung gehen. 💯Kurz vor der Pause folgte allerdings der Ausgleich durch Michael Olise! Weiter kämpfen, Jungs aus Cannstatt! 💪#VfB #Bundesliga #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",-1.0,NEGATIVE,"The comment expresses strong disapproval towards Alexander Nübel, suggesting that he should be removed from the team alongside other players and management. The use of multiple angry emojis further emphasizes the negative sentiment.","HOENEß, VAGNOMAN, NÜBEL AND COMPLETELY THE MANAGEMENT OUT AND TAKE DEMIROVIC AND CHABOT WITH THEM."
VfB,Alexander Nübel,Nübel dachte auch er wäre Manuel Neuer 🤡,https://www.instagram.com/p/DGoUoTgMtjJ/,"⏸️ Halbzeitpause! Wir spielen bislang eine starke Partie gegen den Rekordmeister und konnten durch ein Traumtor von @angelo.stiller in Führung gehen. 💯Kurz vor der Pause folgte allerdings der Ausgleich durch Michael Olise! Weiter kämpfen, Jungs aus Cannstatt! 💪#VfB #Bundesliga #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",-1.0,NEGATIVE,"The comment suggests that Nübel has an inflated sense of self-worth, comparing himself negatively to Manuel Neuer, indicating dissatisfaction with his performance.",Nübel thought he was Manuel Neuer 🤡
VfB,Alexander Nübel,Vagnoman und nübel MVP des Spieles 👏🔥,https://www.instagram.com/p/DGoUoTgMtjJ/,"⏸️ Halbzeitpause! Wir spielen bislang eine starke Partie gegen den Rekordmeister und konnten durch ein Traumtor von @angelo.stiller in Führung gehen. 💯Kurz vor der Pause folgte allerdings der Ausgleich durch Michael Olise! Weiter kämpfen, Jungs aus Cannstatt! 💪#VfB #Bundesliga #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",1.0,POSITIVE,"The comment highlights Alexander Nübel as one of the most valuable players (MVP) of the game, indicating a positive sentiment towards him. The use of applause and fire emojis also emphasizes this positivity.",Vagnoman and Nübel MVP of the game 👏🔥
VfB,Alexander Nübel,Vagnoman stark wie immer 🫱🏼‍🫲🏽 Nübel an 2 von 3 Toren maßgeblich beteiligt 👍🏻,https://www.instagram.com/p/DGoUoTgMtjJ/,"⏸️ Halbzeitpause! Wir spielen bislang eine starke Partie gegen den Rekordmeister und konnten durch ein Traumtor von @angelo.stiller in Führung gehen. 💯Kurz vor der Pause folgte allerdings der Ausgleich durch Michael Olise! Weiter kämpfen, Jungs aus Cannstatt! 💪#VfB #Bundesliga #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",0.5,POSITIVE,"The comment indicates that Nübel was significantly involved in two out of three goals, which implies a positive contribution to the team's performance. The use of the thumbs-up emoji further enhances the positive sentiment.",Vagnoman strong as always 🫱🏼‍🫲🏽 Nübel significantly involved in 2 of 3 goals 👍🏻
VfB,Alexander Nübel,Können wir Nübel bitte im Sommer abgeben?,https://www.instagram.com/p/DGoUoTgMtjJ/,"⏸️ Halbzeitpause! Wir spielen bislang eine starke Partie gegen den Rekordmeister und konnten durch ein Traumtor von @angelo.stiller in Führung gehen. 💯Kurz vor der Pause folgte allerdings der Ausgleich durch Michael Olise! Weiter kämpfen, Jungs aus Cannstatt! 💪#VfB #Bundesliga #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",-1.0,NEGATIVE,"The comment expresses a desire to let go of Nübel, indicating dissatisfaction with his performance or presence on the team. The phrase 'abgeben' (to give up) shows a negative sentiment towards him.",Can we please let Nübel go in the summer?
VfB,Alexander Nübel,Nübel raus aber sofort,https://www.instagram.com/p/DGoUoTgMtjJ/,"⏸️ Halbzeitpause! Wir spielen bislang eine starke Partie gegen den Rekordmeister und konnten durch ein Traumtor von @angelo.stiller in Führung gehen. 💯Kurz vor der Pause folgte allerdings der Ausgleich durch Michael Olise! Weiter kämpfen, Jungs aus Cannstatt! 💪#VfB #Bundesliga #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",-1.0,NEGATIVE,"The comment expresses strong dissatisfaction towards Nübel, suggesting he should be removed immediately, indicating a negative sentiment.",Nübel out but immediately
VfB,Alexander Nübel,Dieser nübel war das ein Bayern Geschenk ??? Unglaublich solche Fehler machen nicht mal die F Jugend Spieler 😂,https://www.instagram.com/p/DGoUoTgMtjJ/,"⏸️ Halbzeitpause! Wir spielen bislang eine starke Partie gegen den Rekordmeister und konnten durch ein Traumtor von @angelo.stiller in Führung gehen. 💯Kurz vor der Pause folgte allerdings der Ausgleich durch Michael Olise! Weiter kämpfen, Jungs aus Cannstatt! 💪#VfB #Bundesliga #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",-1.0,NEGATIVE,"The comment criticizes Alexander Nübel for making mistakes that the commenter feels are unacceptable, suggesting that he is underperforming. The use of 'Unglaublich' (incredible) and mentioning 'F Jugend Spieler' (youth players) further emphasizes disdain for his performance, leading to a clear negative sentiment towards him.",This Nübel was a Bayern gift??? Incredible that such mistakes are made not even by youth players 😂
VfB,Alexander Nübel,Danke Nübel für die Geschenke geh hast den VfB sehr geholfen 👏,https://www.instagram.com/p/DGoUoTgMtjJ/,"⏸️ Halbzeitpause! Wir spielen bislang eine starke Partie gegen den Rekordmeister und konnten durch ein Traumtor von @angelo.stiller in Führung gehen. 💯Kurz vor der Pause folgte allerdings der Ausgleich durch Michael Olise! Weiter kämpfen, Jungs aus Cannstatt! 💪#VfB #Bundesliga #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",1.0,POSITIVE,"The comment expresses gratitude towards Nübel for helping the team (VfB), implying positive contributions and support. The applause emoji also indicates appreciation.","Thank you Nübel for the gifts, you have helped VfB a lot 👏"
VfB,Alexander Nübel,"Positives…. Woltemade, Jeltsch und Nübel. Der Rest läuft seiner Form hinterher.",https://www.instagram.com/p/DGbdVt-s9MS/,"Schade! Wir trennen uns mit 1:1 von der TSG Hoffenheim. Kopf hoch, Jungs! ⚪️🔴#VfB #TSGVfB #VfBStuttgart #VfBStuttgart1893 #Bundesliga #Matchday #AusCannstatt",0.0,NEUTRAL,The comment lists Nübel among other players as positive mentions but also indicates that the rest are underperforming. This suggests a neutral sentiment toward Nübel specifically since he is grouped positively but the context is overall critical.,"Positives…. Woltemade, Jeltsch and Nübel. The rest are lagging behind their form."
VfB,Alexander Nübel,"Die Chancenverwertung bei unserem VfB ist grauenhaft. Richtig gutes Spiel, aber wir belohnen uns nicht. Statt 6 Punkten ,nur 1 Punkt aus den letzten beiden Spielen. Hoffentlich haben wir uns die Tore gegen Bayern aufgehoben, ansonsten  kann es Übel werden, aber wir haben ja unseren Nübel.",https://www.instagram.com/p/DGbdVt-s9MS/,"Schade! Wir trennen uns mit 1:1 von der TSG Hoffenheim. Kopf hoch, Jungs! ⚪️🔴#VfB #TSGVfB #VfBStuttgart #VfBStuttgart1893 #Bundesliga #Matchday #AusCannstatt",0.0,NEUTRAL,"The comment discusses the team's performance and specifically mentions Nübel in a hopeful context, but it does not express strong positive or negative sentiment towards him. It acknowledges a reliance on him without any specific praise or criticism. The focus is more on the team's overall situation rather than Nübel's performance.","The conversion rate of chances at our VfB is dreadful. Really good game, but we are not rewarding ourselves. Instead of 6 points, only 1 point from the last two games. Hopefully, we saved the goals against Bayern; otherwise, it could get ugly, but we have our Nübel."
VfB,Alexander Nübel,Nübel 🙌🔥 und wie gut hat Undav den bitte durchgelassen? 😮,https://www.instagram.com/p/DGbRlLRsLPN/,G O A L 🔥#VfB #TSGVfB 0:1 #Bundesliga #Matchday #Stuttgart #VfBStuttgart #VfBStuttgart1893,0.5,POSITIVE,"The comment positively references Alexander Nübel with emojis suggesting admiration (🙌🔥). However, it also mentions Undav in a questioning manner, which could imply a mixed sentiment regarding Undav's action, but Nübel is definitely acknowledged positively.",Nübel 🙌🔥 and how well did Undav let that through? 😮
VfB,Alexander Nübel,"Nübel,Maxi,Chabot,Jaquez,Stergiou, Millot, Rieder, Führlich,Woltemade, Demirović, Diehl",https://www.instagram.com/p/DGIMZOqsyc-/,"Seit heute 23 Jahre jung: Wir gratulieren dir, lieber Fabian, herzlich zum Geburtstag und wünschen dir alles Liebe und Gute zu deinem Ehrentag. Lass dich feiern! 🥳[Anzeige] @hepsolar | #VfB #VfBStuttgart #VfBStuttgart1893 #ausCannstatt #HappyBirthday",0.0,NEUTRAL,The comment lists multiple names without providing any specific sentiment towards Alexander Nübel. It does not express a positive or negative opinion about him.,"Nübel, Maxi, Chabot, Jaquez, Stergiou, Millot, Rieder, Führlich, Woltemade, Demirović, Diehl"
VfB,Alexander Nübel,"Bitte Vahnoman verschenken , Sebastian heutige Niederlagen geht auf dich, Vagnoman katastrophal,Undav spielt seit Wochen schlecht.,zu Hause darfst du nicht verloren egal wenn spielst du gegen Reall.Du hast falsche Aufstellung gemacht, zu spät gewechselt,Nübel bekommt zu viel Rückpass von seine Spieler,was soll das.",https://www.instagram.com/p/DGGbWXFs32G/,"⏹ Und dann ist Schluss! Wir verlieren unser Heimspiel gegen den VfL Wolfsburg knapp mit 1:2. Köpfe hoch, Männer! ⚪🔴#VfB | #Bundesliga | #VfBWOB | VfBStuttgart | #VfBStuttgart1893 #ausCannstatt",-1.0,NEGATIVE,"The comment expresses frustration with the team's performance and blames Alexander Nübel, stating he receives too many back passes and criticizing other players and the coach's decisions. The use of terms like 'katastrophal' (catastrophic) indicates a strong negative sentiment towards Nübel's performance.","Please give away Vahnoman, Sebastian today's defeats are your fault, Vagnoman is catastrophic, Undav has been playing poorly for weeks. At home, you shouldn't lose, no matter who you are playing against, Real. You made the wrong lineup, changed too late, Nübel receives too many back passes from his players, what is that."
VfB,Alexander Nübel,"Sogar Anton war unter Labaddia ein besserer RV als Vagnoman. Stergiou und Stenzel müssen was Schlimmes verbrochen haben..Zusätzlich zeigt Nübel wiederholt, warum Bayern ihn nie zum Stammkeeper machen wird",https://www.instagram.com/p/DGGbWXFs32G/,"⏹ Und dann ist Schluss! Wir verlieren unser Heimspiel gegen den VfL Wolfsburg knapp mit 1:2. Köpfe hoch, Männer! ⚪🔴#VfB | #Bundesliga | #VfBWOB | VfBStuttgart | #VfBStuttgart1893 #ausCannstatt",-1.0,NEGATIVE,"The comment criticizes Alexander Nübel, stating that he repeatedly shows why Bayern won't make him a starting keeper. This indicates a negative sentiment towards the player.","Even Anton was a better right back under Labaddia than Vagnoman. Stergiou and Stenzel must have done something terrible.. Additionally, Nübel repeatedly shows why Bayern will never make him the starting keeper."
VfB,Alexander Nübel,Nübel hat den schwierigsten Job 😢🤍❤️,https://www.instagram.com/p/DGGSvpMMmgU/,⏸️ Halbzeit. Beide Teams auf Augenhöhe und somit leistungsgerecht 0:0 zur Pause. #VfB #Bundesliga #VfBWOB #VfBStuttgart #VfBStuttgart1893 #ausCannstatt,0.5,POSITIVE,"The comment reflects an understanding of Nübel's challenging role, which implies respect and empathy. The use of the sad emoji (😢) may convey a sense of sympathy for his difficult situation, while the hearts (🤍❤️) indicate affection towards him. Overall, the sentiment is positive as it acknowledges his tough job while also expressing support.",Nübel has the toughest job 😢🤍❤️
VfB,Alexander Nübel,Super-Parade von Nübel und couragierte Rettung von Hendriks!,https://www.instagram.com/reel/DF-ngYCMr49/,"NÜBEL, NÜBEL, NÜBEL! 💯Was für eine unfassbar starke Parade! 🙌#VfB #Bundesliga #BVBVfB #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",1.0,POSITIVE,"The comment praises Alexander Nübel's performance with the phrase 'Super-Parade von Nübel,' indicating approval and admiration for his skills. The use of 'Super' suggests a strong positive sentiment towards him. It also mentions a courageous save by another player, but the focus on Nübel implies a positive sentiment towards him specifically.",Super save by Nübel and courageous rescue by Hendriks!
VfB,Alexander Nübel,NÜBELLL🔥👏,https://www.instagram.com/reel/DF-ngYCMr49/,"NÜBEL, NÜBEL, NÜBEL! 💯Was für eine unfassbar starke Parade! 🙌#VfB #Bundesliga #BVBVfB #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",1.0,POSITIVE,The comment is expressing excitement and support for Alexander Nübel through the use of exaggerated spelling (NÜBELLL) and positive emojis (fire and clapping). This indicates a strong fan sentiment towards the player.,NÜBELLL🔥👏
VfB,Alexander Nübel,Englischer Kommentator: ‚what a Safe from Nübel!‘ Deutscher Kommentator: ‚da hat er Glück‘,https://www.instagram.com/reel/DF-ngYCMr49/,"NÜBEL, NÜBEL, NÜBEL! 💯Was für eine unfassbar starke Parade! 🙌#VfB #Bundesliga #BVBVfB #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",0.0,NEUTRAL,"The comment includes both positive and negative assessments of Nübel's performance. The British commentator praises him for a 'safe' moment, indicating a positive sentiment, while the German commentator suggests he was merely lucky, which introduces a negative aspect. Overall, the mixed sentiments lead to a neutral rating.",English commentator: 'what a save from Nübel!' German commentator: 'he was lucky there'.
VfB,Alexander Nübel,Das ist Routine bei Nübel aber anscheinend ist er nicht gut genug. Ich werde es nie verstehen,https://www.instagram.com/reel/DF-ngYCMr49/,"NÜBEL, NÜBEL, NÜBEL! 💯Was für eine unfassbar starke Parade! 🙌#VfB #Bundesliga #BVBVfB #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",-1.0,NEGATIVE,"The comment expresses that Nübel is not good enough, which is a clear negative sentiment towards the player. The phrase 'anscheinend ist er nicht gut genug' directly criticizes his abilities.",This is routine for Nübel but apparently he is not good enough. I will never understand it.
VfB,Alexander Nübel,😌🙌 NÜBEL,https://www.instagram.com/reel/DF-ngYCMr49/,"NÜBEL, NÜBEL, NÜBEL! 💯Was für eine unfassbar starke Parade! 🙌#VfB #Bundesliga #BVBVfB #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",1.0,POSITIVE,"The comment expresses positivity towards Nübel, primarily through the positive emojis used (😌🙌) and the mention of his name. There is no negative connotation present, and the enthusiasm indicated by the emojis supports a positive sentiment.",😌🙌 NÜBEL
VfB,Alexander Nübel,Nübel mega geil! Hendriks aber auch soo wichtig!Überhaupt Jeff und er haben ein Hammer Spiel gemacht🔥⚪️🔴,https://www.instagram.com/reel/DF-ngYCMr49/,"NÜBEL, NÜBEL, NÜBEL! 💯Was für eine unfassbar starke Parade! 🙌#VfB #Bundesliga #BVBVfB #VfBStuttgart #VfBStuttgart1893 #ausCannstatt",1.0,POSITIVE,"The comment expresses strong positive feelings towards Alexander Nübel, using the phrase 'mega geil' which translates to 'super cool' or 'really awesome'. The use of the flame emoji also indicates enthusiasm. The positivity is directed primarily at Nübel, suggesting his performance is highly regarded. However, it acknowledges other players too, but the affirmation is clear.","Nübel super cool! Hendriks is also so important! Overall, Jeff and he had a fantastic game."
